NOMBRE,SCHEDULE,ACCESIBILIDAD,ADDRESS,LOCALIDAD,CODIGO-POSTAL,LATITUD,LONGITUD,TELEFONO,EMAIL
Centro de Estudios Políticos y Constitucionales,De lunes a viernes de 9 a 14 horas,0,PLAZA MARINA ESPAÑOLA,MADRID,28013,40.42062746021054,-3.712462039050617,915 401 950,cepc@cepc.es
Centro Social y Cultural la Casa Encendida,"  De lunes a domingo de 10 a 22 horas (todos los días del año, excepto festividades nacionales y de la Comunidad de Madrid)  Exposiciones: de 10 a 21:45 horas  ",1,RONDA VALENCIA,MADRID,28012,40.40595710517701,-3.699779793558763,"902 430 322                                 
",casaencendida@cajamadrid.es
Círculo de Bellas Artes,   Administración : de lunes a viernes de 9 a 14 horas y de 15 a 18 horas.   Salas de exposiciones:  de martes a sábados de 11 a 14 y de 17 a 21 y domingos de 11 a 14 horas.   Biblioteca:  de lunes a domingo de 9 a 22 horas.   Cafetería:  de 9 a 1 y viernes y sábados hasta las 3 horas.   Visitas a la azotea:  de 11 a 15 y de 16 a 21 (horario sujeto a cambios).  ,1,CALLE ALCALA,MADRID,28014,40.418417756198565,-3.6966084554513072,"913 605 400 (Información general)                                    
",info@circulobellasartes.com
Claustro de San Jerónimo el Real (Los Jerónimos),,0,CALLE MORETO,MADRID,28014,40.414346084679714,-3.6905317543061407,"91 420 35 78&#13;
",
Congreso de los Diputados,,1,CARRERA SAN JERONIMO,MADRID,28014,40.4167808804755,-3.7021078717452145,913 906 296,informacion@congreso.es
Consejo de Estado,,0,CALLE MAYOR,MADRID,28013,40.4149668099875,-3.7129445136801347,915 166 240 / 915 166 241 (asuntos en tramitación),consultas@consejo-estado.es
Convento de las Comendadoras de Santiago,,0,PLAZA COMENDADORAS,MADRID,28015,40.4273968151307,-3.708949668437218,91 548 18 42,
Edificio España,,0,PLAZA ESPAÑA,MADRID,28008,40.42313245069324,-3.7109206552237386,S/T,
Ermita de San Antonio de la Florida (Museo),"  De martes a domingos y festivos de 9:30 a 20 horas.   Cerrado  los lunes, incluidos festivos y días 1 de enero, 1 de mayo y 25 de diciembre.   Último pase de visita:  20 minutos antes del cierre (el desalojo de las salas comenzará 10 minutos antes)   Por motivos de conservación, el aforo máximo es de 50 personas en el interior de la capilla.  Este horario y la apertura de salas pueden sufrir modificaciones, por favor, confírmelo en el teléfono de información del museo.  ",0,GLORIETA SAN ANTONIO DE LA FLORIDA,MADRID,28008,40.425256682855846,-3.725725718176111,"915 420 722 / 917 011 863                                                                                        
",sanantonio@madrid.es
Ermita de Santa María la Antigua,,0,CALLE MONSEÑOR OSCAR ROMERO,MADRID,28025,40.380299379931614,-3.741676977905724,914 628 536 (Parroquia de San Sebastián Mártir),
Ermita Virgen del Puerto,,0,PASEO VIRGEN DEL PUERTO,MADRID,28005,40.415529465212515,-3.7210007944369834,,
Estación Ferroviaria Madrid Puerta de Atocha," Horario de la estación: de 5 a 1 horas  Horario de atención al cliente: de 6:30 a 22:30 horas  Horario de información: de 6:30 a 22:30 horas  Venta inmediata de billetes: de 5:30 a 22:30 horas  Venta anticipada de billetes: de Lunes a Viernes, excepto festivos: de 10 a 20 horas  Horario recogida Venta Telefónica: de 5:30 a 22:30 horas  Máquinas autoventa multiproducto: de 5:30 a 23:50 horas  Horario consignas: de 5:30 a 22:20 horas ",1,PLAZA EMPERADOR CARLOS V,MADRID,28012,40.409567615732286,-3.692651480759636,"902 432 343 (Información de estaciones) /                      
902 320 320 (Renfe: información, reserva, venta, cambio y anulación de billetes) /                      
902 240 505 (Viajeros con discapacidad) ",
Filmoteca Española, Biblioteca: de lunes a viernes de 9:30 a 14 horas ,0,CALLE MAGDALENA,MADRID,28012,40.41231195969282,-3.7021792836496275,914 672 600,filmoteca@mcu.es
Fundación de la Cámara de Comercio e Industria de Madrid,,0,CALLE HUERTAS,MADRID,28012,40.413979743685495,-3.700511154527751,,
Fundación de los Ferrocarriles Españoles (Palacio de Fernán Núñez),,0,CALLE SANTA ISABEL,MADRID,28012,40.40981202127939,-3.6969557849817534,"915 276 172      
",fugeu01@ffe.es
Galeria de Cristal del Palacio de Cibeles, Domingos y festivos de 10 a 20 horas ,0,CALLE MONTALBAN,MADRID,28014,40.418291440980205,-3.69213979278398,915 132 689,eventos.palaciodecibeles@madridarteycultura.es 
Iglesia Arzobispal Castrense,,0,CALLE SACRAMENTO,MADRID,28005,40.414889947123754,-3.7122600779776733,915 473 524,
Iglesia Corpus Christi (Jerónimas Recoletas),,0,PLAZA CONDE DE MIRANDA,MADRID,28005,40.41481486646874,-3.7098194568632374,915 483 701,
Iglesia de las Calatravas (Concepción Real de Calatrava),,0,CALLE ALCALA,MADRID,28014,40.418196333786035,-3.698963613858259,915 218 035,
Iglesia Madres Redentoristas,,0,CALLE MADRE CELESTE,MADRID,28044,40.37319952563821,-3.755699003858804,915 086 800,
Iglesia Monasterio de San Plácido,,0,CALLE SAN ROQUE,MADRID,28004,40.42281129334709,-3.704516383221761,915 317 999,
Iglesia San Antonio de los Alemanes,,0,CALLE PUEBLA,MADRID,28004,40.42195996338601,-3.7022913826706088,915 223 774,
Iglesia San Ildefonso (Monasterio de las Trinitarias Descalzas),,0,CALLE LOPE DE VEGA,MADRID,28014,40.41367254153843,-3.6976792276700987,914 295 671,
Iglesia San Pedro el Viejo,,0,CALLE NUNCIO,MADRID,28005,40.41320112124687,-3.71000286701288,913 651 284,
Instituto Cervantes,  Exposiciones:  de martes a domingo de 11 a 20 horas. Festivos de 11 a 14 horas   Resto de servicios:  consultar telefonicamente ,0,CALLE ALCALA,MADRID,28014,40.419245261976,-3.6953321647484363,914 367 600,informa@cervantes.es
Instituto Italiano de Cultura de Madrid, Invierno: de lunes a viernes de 9 a 18 horas  Verano: de 9 a 14 horas ,0,CALLE MAYOR,MADRID,28013,40.415228999921524,-3.7127940541659377,"915 475 205  / 915 478 603 (Centralita)           
",iicmadrid@isteri.it
Jardines del Campo del Moro,,0,PASEO VIRGEN DEL PUERTO,MADRID,28005,40.41898630733354,-3.719976836914711,"914 548 800 (Información de Palacio Real).                                       
info@patrimonionacional.es      
",
Ministerio de Hacienda y Administraciones Públicas,,0,CALLE ALCALA,MADRID,28014,40.417489335230385,-3.7011604823997892,915 958 000,
Ministerio de Hacienda y Administraciones Públicas. Dirección General de Patrimonio del Estado,,0,CALLE ALCALA,MADRID,28014,40.417489335230385,-3.7011604823997892,915 958 000,
Ministerio de Justicia, Atención telefónica:  de lunes a viernes de 8:00 a 19:30 horas. Sábados de 9 a 14 horas,1,CALLE SAN BERNARDO,MADRID,28015,40.42412618887789,-3.707536103996874,"913 902 000 (Centralita)           
",
Monasterio de la Purísima Concepción de las Monjas de la Orden de la Merced,,0,CALLE LUIS DE GONGORA,MADRID,28004,40.42316472725149,-3.6967399396564007,91 532 39 53,
Monasterio de las Descalzas Reales," Sólo con visita guiada.    De martes a sábado de 10 a 14 horas y de 16 a 18:30 horas  Domingos y festivos, de 10 a 15 horas y tardes cerrado  Cierre de taquillas una hora antes  Cerrado: días 1, 6 de enero; Semana Santa (del 16 al 19 de abril, inclusive); 1 de mayo; 10 de noviembre; 24, 25 y 31 de diciembre de 2014  Abierto: 15 de mayo y 8 de diciembre de 2014  Abierto horario domingo: 2 de mayo; 19 de junio; 15 de agosto; 1 de noviembre y 6 de diciembre de 2014    Atención telefónica:    De lunes a sábados de 9:30 a 17 horas  Domingos y festivos de 9 a 14 horas  ",0,PLAZA DESCALZAS,MADRID,28013,40.418233359889484,-3.706213134639163,"914 548 800 (Información, en Palacio Real)                                       
",
Monumento Homenaje a las Víctimas del 11 de marzo," De martes a domingos, de 11 a 14 horas y de 17 a 19 horas. Lunes Cerrado. ",0,GLORIETA Emperador Carlos V,MADRID,28014,40.40774080279238,-3.6892974870165984,,
Muralla Árabe de Madrid,,0,CUESTA DE LA VEGA,MADRID,28013,,,S/T,
Museo de la Real Academia de Bellas Artes de San Fernando,"  Colección permanente:  de martes a domingos de 10 a 15 horas., incluyendo festivos. Lunes cerrado.      Exposiciones temporales:  consultar telefónicamente  Cerrado días 1 y 6 de enero, 1 y 30 de mayo, 9 de noviembre; 24, 25 y 31 de diciembre.  ",1,CALLE ALCALA,MADRID,28014,40.41764548040709,-3.700667044636178,"915 240 864 (Centralita)                            
",
Museo del Ferrocarril de Madrid,"  De martes a viernes de 9 a 15 horas.   Sábados de 10 a 20 horas.   Domingos de 10 a 15 horas.   Cerrado los lunes (incluidos festivos), del 16 al 31 de agosto (ambos inclusive), y los días 1 y 6 de enero, 1 de mayo y 25 de diciembre.   Con motivo de la celebración del &lsquo;Mercado de Motores&rsquo; el segundo fin de semana de cada mes de enero a junio, el horario del Museo (cuyo espacio visitable estará restringido a su Nave Central) será de 11 a 22 horas y el acceso será gratuito. ",1,PASEO DELICIAS,MADRID,28045,40.400281290485566,-3.693817192160563,"902 228 822                                                      
",museodelicias@ffe.es
Museo Lázaro Galdiano,"  Lunes y de miércoles a sábados de 10 a 16,30 horas.  Domingos de 10 a 15 horas.  Cerrado todos los martes, 1 y 6 de enero, 28 y 29 de marzo, 1 y 15 de mayo, 15 de agosto, 1 de noviembre y 24, 25 y 31 de diciembre.    Visitas guiadas  al Museo fuera de horario: de 17:30 a 18:45 horas, previa reserva telefónica en el 915 616 084 (extensión 101).    Horario para reserva telefónica: de lunes a jueves, de 8,30 a 16,30 horas, viernes hasta las 14 horas.   Importe: 2 euros (entrada al museo).   Miércoles y jueves: para grupos previamente constituidos.   Viernes para visitantes individuales reunidos para la visita.   ",1,CALLE SERRANO,MADRID,28006,40.436750328725985,-3.6861980129207894,915 616 084,secretaria.fundacion@flg.es
Museo Nacional de Artes Decorativas,"  De martes a sábados de 9:30 a 15 horas.   Jueves tarde de 17 a 20 horas.  Cerrado los jueves de julio y agosto.  Domingos y festivos de 10 a 15 horas.   Cerrado: todos los lunes del año, y los días 1 y 6 de enero, 1 y 15 de mayo, 24, 25 y 31 de diciembre.  ",0,CALLE MONTALBAN,MADRID,28014,40.4178910680573,-3.689790044810553,915 326 499 / 915 326 845,mnad@mnad.mcu.es
Museo Nacional de Ciencias Naturales," De martes a viernes, domingos, festivos y lunes festivos de 10 a 17 horas. Sábados, domingos previos a festivos de 10 a 20 horas. Sábados de julio y agosto de 10 a 15 horas.   Cerrado : todos los lunes no festivos, 1 y 6 de enero, 1 de mayo y 25 de diciembre   Biblioteca : de lunes a jueves de 9 a 20 y viernes de 9 a 15 horas. Julio y agosto: de lunes a viernes de 9 a 14,30 horas    Mediateca  (cerrada por obras). ",1,CALLE JOSE GUTIERREZ ABASCAL,MADRID,28006,40.44042943656617,-3.690161856630636,914 111 328 (centralita),museo@bib.csic.es
Museo Postal y Telegráfico,  Museo: de lunes a viernes de 9 a 14 y de 16 a 18 horas.   Biblioteca: de lunes a viernes de 9 a 14 horas.  ,1,CALLE TAPIA DE CASARIEGO,MADRID,28023,40.467706026917405,-3.7690721403206724,917 400 668 / 917 400 664 (Biblioteca),museopostaltelegrafico@correos.com
Museo Thyssen Bornemisza,,1,PASEO PRADO,MADRID,28014,40.41600553697803,-3.694744831131079,"902 760 511 (Información general)                                                                                                                         
",inform@museothyssen.org
Oratorio del Caballero de Gracia,,0,CALLE CABALLERO DE GRACIA,MADRID,28013,40.41953675995833,-3.700769178078419,915 326 937,
Palacio de Altamira,,0,CALLE FLOR ALTA,MADRID,28004,40.42164987365918,-3.707345128785755,S/T,
Palacio de Buenavista,"  Cambio de guardia:  último viernes de cada mes (a excepción de julio, agosto y diciembre) a las 11 horas. ",0,PLAZA CIBELES,MADRID,28014,40.419660627134164,-3.6936744082913036,,
Palacio de Cibeles,,1,PLAZA CIBELES,MADRID,28014,40.419011767401095,-3.692206111679657,,
Palacio de la Zarzuela,,0,CARRETERA EL PARDO,MADRID,28035,,,S/T,
Palacio de Liria," Viernes: visita guiada a las 10 horas, 11 horas y 12 horas.  Visitas: previa petición de cita por escrito o por fax ",0,CALLE PRINCESA,MADRID,28008,40.42680681645222,-3.7125979731032404,91 547 53 02,
Palacio de Miraflores,,0,CARRERA SAN JERONIMO,MADRID,28014,40.41664573510858,-3.6991361581904876,S/T,
Palacio de Santa Cruz,,0,PLAZA PROVINCIA,MADRID,28012,40.41469396807194,-3.7060229025843374,915 882 900 ,
Palacio del Marqués de Perales,,0,CALLE MAGDALENA,MADRID,28012,40.41231195969282,-3.7021792836496275,,
Palacio del Marqués de Salamanca,,0,PASEO RECOLETOS,MADRID,28001,40.42144182034705,-3.6910993927829567,91 537 69 64 (Fundación BBVA),
Palacio Real,"  De octubre a marzo: de 10 a 18 horas.  De abril a septiembre: de 10 a 20 horas.  Cierre taquillas una hora antes.  Cerrado: 1 y 6 (acto oficial) de enero; 1 de mayo; 25 de diciembre de 2014.   Abierto: 17 y 18 de abril; 2 y 15 de mayo; 19 de junio; 15 de agosto; 1 y 10 de noviembre; 6, 8, 24 y 31 de diciembre de 2014: taquillas cerradas a las 14 y monumento a la 15 horas.   ",1,CALLE BAILEN,MADRID,28013,40.42075212551193,-3.712699107286406,"914 548 800 (Información general, actos e incidencias previstas)                                                              
914 548 803 (Concierto de colegios, reserva grupos de lunes a jueves de 9 a 18 y viernes de 9 a 16 horas)   
",info@patrimonionacional.es
Panteón de Hombres Ilustres,"  De martes a sábado de 10 a 14 y de 16 a 18,30 horas.  Domingos y festivos de 10 a 15 horas. Tardes cerrado.  Cerrado: 1 y 6 de enero; 1 de mayo; 25 de diciembre de 2014.   Abierto: 15 de mayo; 10 de noviembre y 8, 24 y 31 de diciembre de 2014: los días 24 y 31 de diciembre cerradas taquillas a las 14:30 y monumento a las 15 horas.  Abierto horario domingo: 17 y 18 de abril; 2 de mayo; 19 de junio; 15 de agosto; 1 de noviembre y 6 de diciembre de 2014.  Cierre del acceso al monumento media hora antes.  ",1,CALLE JULIAN GAYARRE,MADRID,28014,40.40622617519116,-3.683413041846525,914 548 800 ,
Parroquia Nuestra Señora del Buen Consejo (antigua Catedral de San Isidro),,0,CALLE TOLEDO,MADRID,28005,40.412964921671964,-3.707383827213788,913 692 037,
Parroquia San Fermín de los Navarros,,0,PASEO EDUARDO DATO,MADRID,28010,40.43275729416927,-3.6925828382457184,913 199 307,
Parroquia San Ginés,,0,CALLE ARENAL,MADRID,28013,40.41727334804375,-3.7070399768263558,913 664 875,
Parroquia San José,,0,CALLE ALCALA,MADRID,28014,40.41909140335171,-3.69694545008207,915 226 784,
Parroquia San Manuel y San Benito,,0,CALLE ALCALA,MADRID,28009,40.42072360207663,-3.686141227291798,914 357 682,
Parroquia San Marcos,,0,CALLE SAN LEONARDO,MADRID,28015,40.42476160196848,-3.7111617863516715,915 471 079 ,
Parroquia San Millán y San Cayetano,,0,CALLE EMBAJADORES,MADRID,28012,40.409461123751505,-3.705791428982776,915 270 790,
Parroquia San Nicolás de Bari de los Servitas,,0,PLAZA SAN NICOLAS,MADRID,28013,40.415793260849824,-3.7118688527171226,915 594 064,
Parroquia Santa Bárbara,,0,CALLE GENERAL CASTAÑOS,MADRID,28004,40.424541526620594,-3.6940074674725363,913 194 811,
Parroquia Santa Cruz,,0,CALLE ATOCHA,MADRID,28012,40.414599766147546,-3.705220430502387,913 691 239,
Parroquia Santiago y San Juan Bautista,,0,PLAZA SANTIAGO,MADRID,28013,40.41651131046593,-3.7108391724029426,915 480 824 (despacho parroquial).,
Plaza de Oriente,,0,PLAZA ORIENTE,MADRID,28013,,,,
Plaza Mayor,,0,PLAZA MAYOR,MADRID,28012,40.41498735934118,-3.706662448203068,,
Plaza Monumental de Toros de las Ventas,  Taquillas    Durante la temporada de celebración de festejos taurinos   De jueves a domingos de 10 a 14 y de 17 a 20 horas.  Jueves con el mismo horario sólo para abonados.  Domingos de 10 hasta la hora del comienzo de la corrida.    Feria de San Isidro: confirmar el horario con la propia instalación.  ,1,CALLE ALCALA,MADRID,28028,40.43117134669585,-3.6634583301342323,91 356 22 00 (taquillas),redaccion@las-ventas.com
"Puente de Segovia, jardines y fuentes","   Encendido de fuentes  - Verano:  de 12 a 14 horas y de 18 a 22 horas, durante la semana y de 18 a 24 horas los fines de semana. - Invierno: de 12 a 14 horas y de 17 a 20 horas entre semana y de 17 a 22 horas los fines de semana  ",0,CALLE SEGOVIA,MADRID,28005,,,S/T,
Puerta de Alcalá (Plaza de la Independencia),,0,PLAZA INDEPENDENCIA,MADRID,28001,40.42014403551967,-3.6896716053999095,S/T,
Puerta de Toledo,,0,GLORIETA PUERTA DE TOLEDO,MADRID,28005,40.4071401878001,-3.7111176995680233,,
Puerta del Sol,,0,PLAZA PUERTA DEL SOL,MADRID,28013,40.416887979993966,-3.7022740027977377,S/T,
Real Academia de Ciencias Morales y Políticas,,0,PLAZA VILLA,MADRID,28005,40.4151547271264,-3.71022377531515,915 481 330,secretaria@racmyp.es
Real Academia de Jurisprudencia y Legislación,,0,CALLE MARQUES DE CUBAS,MADRID,28014,40.41749648159225,-3.6955027540085243,915 222 069,secretaria.rajyl@insde.es
Real Academia Española de Historia,,0,CALLE LEON,MADRID,28014,40.41346631071615,-3.699008959181709,914 290 611 ,secretaria@rah.es
Real Academia Nacional de Farmacia,,0,CALLE FARMACIA,MADRID,28004,40.423966629698484,-3.6997070566405665,915 310 307  / 915 223 147,secretaria@ranf.com
Real Basílica San Francisco el Grande,  Museo:  de martes a viernes de 10:30 a 12:30 y de 16 a 18 horas. Sábados de 10:30 a 12:30 y de 16 a 18 horas (si no se ofician actos religiosos). Julio y agosto: de martes a domingo de 10:30 a 12:30 y de 17 a 19 horas. ,0,CALLE SAN BUENAVENTURA,MADRID,28005,40.41084005024222,-3.714503845728281,913 653 800,
Real Casa de Correos,,0,PLAZA PUERTA DEL SOL,MADRID,28013,40.416545277662664,-3.7038145261485296,S/T,
Real Colegio Santa Isabel - La Asunción,,0,CALLE SANTA ISABEL,MADRID,28012,40.40962511552305,-3.6965767139076444,915 273 183 - 915 273 181,
Real Fábrica de Tapices," De lunes a viernes de 10 a 14 horas.   Cerrado: sábados, domingos, Semana Santa y agosto. ",0,CALLE FUENTERRABIA,MADRID,28014,40.406087329011655,-3.682515969574079,914 340 550,info@realfabricadetapices.com
Real Jardín Botánico," El Jardín está abierto al público todos los días del año, excepto los días de Navidad y Año Nuevo.   Enero y febrero: de 10 a 18 horas  Marzo: de 10 a 19 horas  Abril: de 10 a 20 horas  De mayo a agosto de 10 a 21 horas  Septiembre: de 10 a 20 horas  Octubre: de 10 a 19 horas  Noviembre y diciembre: de 10 a 18 horas  ",0,PLAZA MURILLO,MADRID,28014,40.41238214985831,-3.692032097926277,914 203 017 (centralita),
Real Monasterio de la Encarnación,"  De martes a sábado: de 10 a 14 horas y de 16 a 18:30 horas  Domingos y festivos: de 10 a 15 horas y tardes cerrado  Cierre taquillas, 45 minutos antes  Cerrado: 1 y 6 de enero; Semana Santa (de 16 al 19 de abril, inclusive); 1 de mayo; 27 de julio; 10 de noviembre; 24, 25 y 31 de diciembre de 2014  Abierto: 15 de mayo y 8 de diciembre de 2014  Abierto horario domingo: 2 de mayo; 19 de junio; 15 de agosto; 1 de noviembre y 6 de diciembre de 2014    Atención telefónica    De lunes a sábados: de 9:30 a 17 horas  Domingos y festivos: de 9 a 14 horas  ",1,PLAZA ENCARNACION,MADRID,28013,40.41967800877382,-3.711567962866152,914 548 800 ,
Real Monasterio de Santa Isabel, El acceso al templo sólo es posible en horario de culto ,0,CALLE SANTA ISABEL,MADRID,28012,40.41213027498252,-3.6994547941964946,,
Real Sitio de El Pardo,"  De octubre a marzo: todos los días de 10 a 18 horas  De abril a septiembre: todos los días de 10 a 20 horas  Cerrado: 1, 6 de enero; 1 de mayo; 24, 25 y 31 de diciembre de 2014.   Abierto: 17 y 18 de abril; 2 y 15 de mayo; 19 de junio; 15 de agosto; 1 y 10 de noviembre; 6 y 8 de diciembre de 2014.   ",1,CALLE MANUEL ALONSO,MADRID,28048,40.52071790499227,-3.776630886241239,"913 761 500 (Información y concierto de visitas, de lunes a viernes de 10:30 a 17 horas)",
Sala Canal de Isabel II," De martes a sábados de 11 a 14 y de 17 a 20:30 horas. Domingos y festivos de 11 a 14 horas. Cerrado lunes, 1 y 6 de enero, Viernes Santo, 1 de mayo y 25 de diciembre.  Visitas guiadas: sábados a las 12, 13, 18 y 19 horas. Domingos a las 12 y a las 13 horas.  Consultar horario específico de cada exposición. ",0,CALLE SANTA ENGRACIA,MADRID,28003,40.43917634033899,-3.7007844119216258,915 451 000 (ext. 2505),museosexposiciones@madrid.org
Senado,,1,PLAZA MARINA ESPAÑOLA,MADRID,28013,40.420364834909364,-3.7126832324825663,915 381 852 / 53 / 54 / 915 381 518,informacion@senado.es
Sociedad General de Autores y Editores (SGAE),"De lunes a viernes de 8 a 14,30 horas.",0,CALLE FERNANDO VI,MADRID,28004,40.42547139360484,-3.6966812218739538,913 499 550 / 913 499 500,jnebrada@sgae.es
Templo de Debod,"  De 1 de octubre a 31 de marzo   De martes a viernes de 9:45 a 13:45 y de 16:15 a 18:15 horas  Sábados, domingos y festivos de 9:30 a 20 hora    De 1 de abril a 30 de septiembre   De martes a viernes de 10 a 14 y de 18 a 20 horas  Sábados, domingos y festivos de 9:30 a 20 horas.     El templo permanece cerrado los lunes y los festivos 1 de enero, 1 de mayo y 25 de diciembre.  Último pase de visita 15 minutos antes del cierre.  Este horario y la apertura de salas pueden sufrir modificaciones, por favor, confírmelo en el teléfono de información del museo.  ",0,CALLE FERRAZ,MADRID,28008,40.42425096551599,-3.716531855540272,913 667 415 (Museo de San Isidro / Templo de Debod)),templodebod@madrid.es
Torre Europa,,0,PLAZA LIMA,MADRID,28020,,,S/T,
Torre Picasso,,0,PLAZA PABLO RUIZ PICASSO,MADRID,28020,,,S/T,per@per-gestora.com
Torre y casa de los Lujanes,,0,PLAZA VILLA,MADRID,28005,40.4151547271264,-3.71022377531515,S/T,
Torres Puerta de Europa (torres Kio),,0,PLAZA CASTILLA,MADRID,28046,,,S/T,
Tribunal de Cuentas,,0,CALLE FUENCARRAL,MADRID,28004,40.42577734085192,-3.701211175757095,"914 478 701         
",
Tribunal Supremo,,0,CALLE MARQUES DE LA ENSENADA,MADRID,28004,40.42413357076746,-3.69293054384027,"913 971 200 (Centralita) / 913 971 050 (Atención al ciudadano) / 913 973 228 (Oficina de Prensa) / 913 971 129 (Archivo) / 913 971 245 (Biblioteca) / 913 971 064 (Registro General)  
  
 ",
Viaducto,,0,CALLE BAILEN,MADRID,28013,40.42198642802987,-3.7126885581331726,,
