NOMBRE,SCHEDULE,ACCESIBILIDAD,ADDRESS,LOCALIDAD,CODIGO-POSTAL,LATITUD,LONGITUD,TELEFONO,EMAIL
Monasterio de las Descalzas Reales," Sólo con visita guiada.    De martes a sábado de 10 a 14 horas y de 16 a 18:30 horas  Domingos y festivos, de 10 a 15 horas y tardes cerrado  Cierre de taquillas una hora antes  Cerrado: días 1, 6 de enero; Semana Santa (del 16 al 19 de abril, inclusive); 1 de mayo; 10 de noviembre; 24, 25 y 31 de diciembre de 2014  Abierto: 15 de mayo y 8 de diciembre de 2014  Abierto horario domingo: 2 de mayo; 19 de junio; 15 de agosto; 1 de noviembre y 6 de diciembre de 2014    Atención telefónica:    De lunes a sábados de 9:30 a 17 horas  Domingos y festivos de 9 a 14 horas  ",0,PLAZA DESCALZAS,MADRID,28013,40.418233359889484,-3.706213134639163,"914 548 800 (Información, en Palacio Real)                                       
",
Museo ABC,  De martes a sábado de 11 a 20 horas  Domingos de 10 a 14 horas  Festivos de 11 a 20 horas  Lunes cerrado   Visitas guiadas:  de martes a viernes (consultar horario en el teléfono del museo).  ,0,CALLE AMANIEL,MADRID,28015,40.42740213531285,-3.70955095379701,917 588 379,
Museo Africano Mundo Negro,"   Grupos con cita previa : de lunes a sábado   Particulares  (visitas guiadas): domingos a las 11,30 horas   Cerrado : julio, agosto y septiembre  ",0,CALLE ARTURO SORIA,MADRID,28043,40.449455579055886,-3.651503432956766,914 152 412,
Museo Arqueológico Nacional," De martes a sábado de 9:30 a 20 horas. Domingo y festivos de 9:30 a 15 horas.  Cerrado todos los lunes, 1 y 6 de enero, 1 de mayo y 24, 25 y 31 de diciembre y un festivo local (15 de mayo en 2014) ",1,CALLE SERRANO,MADRID,28001,40.42326842040792,-3.6884539762461968,"915 777 912                              
                                              
",sugerencias@man.es
Museo Casa de la Moneda," De martes a viernes ininterrumpidamente de 10 a 17:30 horas. Sábados, domingos y festivos de 10 a 14 horas.  Cerrado los lunes, y los días 1, 4 y 5 de enero; 17, 18, 19 y 20 de abril; 1 y 2 de mayo; 19 de junio; 23, 24, 25 y 31 de diciembre. ",1,CALLE DOCTOR ESQUERDO,MADRID,28028,40.42258896520152,-3.6691501169061067,"915 666 544                 
",museo@fnmt.es
Museo Cerralbo,"  De martes a sábado de 9:30 a 15 horas  Jueves de 17 a 20 horas (apertura gratuita, excepto festivos)  Domingos y festivos de 10 a 15 horas  Lunes, cerrado  Jueves y Viernes Santo tienen el horario de los días festivos  Visitas guiadas, previa reserva, los martes y miércoles y, sin reserva, los jueves , viernes y sábados, a cargo de los voluntarios culturales de la Confederación de Aulas de la Tercera Edad  ",1,CALLE VENTURA RODRIGUEZ,MADRID,28008,40.42376732078657,-3.7146170388153497,915 473 646 / 47,museo.cerralbo@mecd.es
Museo Colecciones del Instituto de Crédito Oficial (ICO),"  De martes a sábado: de 11 a 20 horas  Domingo y festivos: de 10 a 14 horas  Cerrado: todos los lunes del año (incluidos festivos) y los días 1 de enero, 1 de mayo y 25 de diciembre   Los días 24 y 31 de diciembre el Museo ICO permanecerá abierto de 10 a 14 horas.   ",1,CALLE ZORRILLA,MADRID,28014,40.41675330128869,-3.6977346235068373,914 201 242,museoico@ico.es
Museo de Aeronáutica y Astronáutica," De martes a domingo de 10 a 14 horas, a partir de las 13:30 no se permite la entrada de público.  Cerrado: los lunes, días 1 y 6 de enero, Jueves y Viernes Santo, 12 de octubre,  días 10, 24, 25 y 31 de diciembre y el mes de agosto ",1,AUTOVIA A-5,MADRID,28024,40.3733013700739,-3.798200034372686,915 091 690 (centralita) / 915 095 644 (reserva de actividades),
Museo de América,"  Horario:    De martes a sábado, de 9:30 a 15 horas  Jueves, apertura continuada de 9:30 a 19 horas  Domingos y festivos de 10 a 15 horas     Cerrado:  todos los lunes del año, día 1 y 6 de enero, día 1 de mayo, días 24, 25 y 31 de diciembre y un festivo local. ",1,AVENIDA REYES CATOLICOS,MADRID,28040,40.43797469898852,-3.721841843311362,915 439 437 / 915 492 641,
Museo de Arte Contemporáneo de Madrid (cerrado),"  De martes a viernes de 10 a 14 y de 17:30 a 21 horas  Ságados, domingos y festivos de 10:30 a 14:30 horas.  Cerrado los lunes (incluso festivos) y días 1 y 6 de enero, 1 de mayo y 25 de diciembre   El horario de taquilla finaliza 20 minutos antes de la hroa de cierre del museo.   Las salas se desalojan 15 minutos antes del cierre. ",1,CALLE CONDE DUQUE,MADRID,28015,40.42737760210632,-3.7106116887809817,915 885 928  /  915 885 861,mmacmdifusion@madrid.es
Museo de Artes y Tradiciones Populares. Centro Cultural La Corrala,Permanece abierto al público de lunes a viernes con horario de 10 a 14 horas y de 17 a 21 horas. Sábados de 10 a 14 horas,0,CALLE CARLOS ARNICHES,MADRID,28005,40.408814891299514,-3.7083421466389113,914 976 500,museoatp@uam.es
Museo de Astronomía y Geodesia,Visita con cita previa,0,PLAZA CIENCIAS,MADRID,28040,40.44942472705852,-3.7262214898219117,913 944 615,
Museo de Bomberos," Abierto todos los días de  09:30  a  14:00  horas, excepto 25 de diciembre, 1 enero,  6 de enero y 1 de mayo.    Nota:  El museo permanecera cerrado hasta octubre de 2015 por obras de acondicionamiento.     Visitas Guiadas  Se pueden concertar en el teléfono: 91 478 65 72 ( Museo )  Más información: 91 588 99 07 - 91 588 82 40  ",0,CALLE BOADA,MADRID,28038,40.39453171263195,-3.6539313207612207,"91 478 65 72 (Museo),                                                                                                                  
                                                                                                                      
",sgbomberos@madrid.es
Museo de Calcografía Nacional,"  De octubre a junio de lunes a viernes de 9 a 17 horas.  Verano: de julio a septiembre de 9 a 15 horas.   Agosto cerrado   En el caso de que se celebren exposiciones, consultar horario, ya que puede variar.  ",0,CALLE ALCALA,MADRID,28014,40.41764548040709,-3.700667044636178,915 240 864,calcografianacional.delegado@rabasf.org
Museo de Cera," De lunes a viernes de 10 a 14,30 y de 16,30 a 20,30 horas.  Sábados, domingos y festivos de 10 a 20,30 horas.  Los días 25 de diciembre y 1 de enero, el museo abre de 10 a 14:30 horas y de 16:30 a 20:30 horas.  Las taquillas cierran media hora antes. ",1,PASEO RECOLETOS,MADRID,28004,40.424403779665376,-3.6914362030084815,913 194 681,info@museoceramadrid.com
Museo de Farmacia Militar," De lunes a viernes de 10 a 13 horas, sólo visitas concertadas ",0,CALLE EMBAJADORES,MADRID,28012,40.403202661477145,-3.7008825895813167,"915 399 503            
",smunort@oc.mde.es
Museo de Historia de la Comunidad Judía de Madrid,"  Visitas guiadas     Individual : último jueves de cada mes a las 19 horas, salvo festividades (confirmar previamente).   Grupos  (mínimo 10 personas): consultar teléfono: 915 913 131 (Ext. 4 o correo electrónico:  visita@cjmadrid.org   ",0,CALLE BALMES,MADRID,28010,40.43534317115623,-3.700013620203689,915 913 131 ,secretaria@cjmadrid.org
Museo de la Biblioteca Nacional," De martes a sábados de 10 a 20 y domingos de 10 a 14 horas. Lunes cerrado. Último pase treinta minutos antes del cierre. Entrada gratuita.   Días de cierre   Para 2014: 1 y 6 de enero, 1 de mayo, 10 de noviembre y 8, 24, 25 y 31 de diciembre ",0,PASEO RECOLETOS,MADRID,28001,40.42297474261295,-3.6908675320710223,915 807 759 ,museo@bne.es
Museo de la Catedral de la Almudena,"De lunes a sábado de 10 a 14:30 horas. Cerrado los domingos, fiestas de precepto y días de actos de culto especiales",0,PLAZA ALMUDENA,MADRID,28013,40.41484504627648,-3.7136975721439347,915 592 874,museoalmudena@planalfa.es
Museo de la Farmacia Hispana, De lunes a viernes de 9 a 14 horas (periodo lectivo).  ,0,PLAZA RAMON Y CAJAL,MADRID,28040,40.4445328804645,-3.7262160043788155,913 941 797,museofar@farm.ucm.es
Museo de la Guardia Civil," De lunes a viernes de 9 a 14 horas. Sábados, domingos y festivos cerrado ",0,CALLE GUZMAN EL BUENO,MADRID,28003,40.44454745648486,-3.7122900396933813,915 146 000 ( Ext. 8477 / 8495 /48477),dg-estuhistoricos-registro@guardiacivil.org
Museo de la Real Academia de Bellas Artes de San Fernando,"  Colección permanente:  de martes a domingos de 10 a 15 horas., incluyendo festivos. Lunes cerrado.      Exposiciones temporales:  consultar telefónicamente  Cerrado días 1 y 6 de enero, 1 y 30 de mayo, 9 de noviembre; 24, 25 y 31 de diciembre.  ",1,CALLE ALCALA,MADRID,28014,40.41764548040709,-3.700667044636178,"915 240 864 (Centralita)                            
",
Museo de Mineralogía,"Lunes, martes, miércoles y jueves de 12:30 a 14:30 horas (conviene concertar previamente la visita) ",0,CARRETERA COLMENAR VIEJO,MADRID,28049,,,914 974 125,museo.mineralogia@uam.es
Museo de San Isidro. Los orígenes de Madrid,"   General:  de martes a domingo y festivos de 9:30 a 20 horas   Agosto:  de martes a viernes de 9:30 a 14:30 horas y sábados, domingos y festivos de 9:30 a 20 horas   Cerrado:  todos los lunes, 1 de enero, 1 de mayo y 25 de diciembre  ",1,PLAZA SAN ANDRES,MADRID,28005,40.412069631779325,-3.710874934826838,913 667 415,museosanisidro@madrid.es
Museo de Sanidad e Higiene Pública, Consultar telefónicamente ,0,AVENIDA MONFORTE DE LEMOS,MADRID,28029,40.47546597881768,-3.6900603941123107,"918 222 334 / 2320     
",museodesanidad@iscii.es
Museo del Atlético de Madrid,"   Horarios del Museo    De martes a domingo, de 11 a 19 horas.  Días de partido: desde las 11 horas hasta el inicio del encuentro.     Horarios de las visitas guiadas    De martes a domingo a las 12, 13, 16:30 y 17:30 horas  Verano (de 28 de junio al 14 de septiembre): de martes a viernes a las 12, 13, 16:30 y 17:30 horas    ",0,PASEO VIRGEN DEL PUERTO,MADRID,28005,40.40141951261679,-3.7212862502237236,913 650 931 / 913 666 568 / 902 260 403,
Museo del Ferrocarril de Madrid,"  De martes a viernes de 9 a 15 horas.   Sábados de 10 a 20 horas.   Domingos de 10 a 15 horas.   Cerrado los lunes (incluidos festivos), del 16 al 31 de agosto (ambos inclusive), y los días 1 y 6 de enero, 1 de mayo y 25 de diciembre.   Con motivo de la celebración del &lsquo;Mercado de Motores&rsquo; el segundo fin de semana de cada mes de enero a junio, el horario del Museo (cuyo espacio visitable estará restringido a su Nave Central) será de 11 a 22 horas y el acceso será gratuito. ",1,PASEO DELICIAS,MADRID,28045,40.400281290485566,-3.693817192160563,"902 228 822                                                      
",museodelicias@ffe.es
Museo del Prado,"  De lunes a sábado de 10 a 20 horas . Domingos y festivos de 10 a 19 horas    Cerrado:  1 de enero, 1 de mayo y 25 de diciembre   Horario reducido:  6 de enero, 24 y 31 de diciembre de 10 a 14 horas   Horario de taquillas: a cceso al Museo hasta 30 minutos antes del cierre (el desalojo de las salas comienza 10 minutos antes del cierre) ",1,CALLE RUIZ DE ALARCON,MADRID,28014,40.41357557281165,-3.6913253533221817,913 302 800,
Museo del Reloj Grassy," Jueves de 18 a 19 horas y viernes de 11 a 12 horas.  Las visitas se efectúan con cita previa llamando al  teléfono 915 321 007 . Se encuentra en la Joyería Grassy, por tanto no se admiten visitas de grupos. ",0,CALLE GRAN VIA,MADRID,28013,40.41913869883697,-3.6980657388420255,915 321 007,
Museo del Robot,"  Visitas guiadas regulares  (entrada libre NO disponible):   Martes a viernes: pases a las 13, 17 y 20 horas    Visitas guiadas para grupos:    Martes, miércoles y Jueves, pases (solo mañanas) de 10:30 a 12:00 horas  ",0,CALLE ALBERTO AGUILERA,MADRID,28015,40.42949061464909,-3.7068731815207014,914 478 808,
Museo del Romanticismo,"  Verano (del 2 de mayo al 31 de octubre):  de martes a sábados de 9:30 a 20:30 horas. Domingos y festivos de 10 a 15 horas. Jueves de agosto se cierra a las 00 horas (Museo y Café del Jardín).   De 1 de Noviembre a 30 de Abril:  de martes a sábado, de 9:30 a 18:30 horas. Domingos y festivos, de 10 a 15 horas.   Cerrado: todos los lunes, días 1 y 6 de enero, 1 de mayo, 24, 25 y 31 de diciembre y un festivo local (15 de mayo)  La Tienda y el Café del Jardín se regirán por el mismo horario de invierno. ",0,CALLE SAN MATEO,MADRID,28004,40.42585510296794,-3.6987835425963063,914 481 045 / 914 480 163,informacion.romanticismo@mecd.es
Museo del Seguro. Fundación Mapfre, De lunes a Viernes previa petición de hora.  ,0,CALLE BARBARA DE BRAGANZA,MADRID,28004,40.42388355388781,-3.694059645939101,"91 581 20 08 (para reservas)                                 
",
Museo del Traje. Centro de Investigación del Patrimonio Etnológico (CIPE)," De martes a sábado de 9:30 a 19 horas. Domingos y festivos de 10 a 15 horas.  Verano (julio y agosto): los jueves se amplia el horario hasta las 22:30 horas.  Cerrado: todos los lunes, 1 y 6 de enero, 1 de mayo, 9 de noviembre, 24, 25 y 31 de diciembre. ",1,AVENIDA JUAN DE HERRERA,MADRID,28040,40.439657822278555,-3.7278378564088275,915 504 700 (Información),museodeltraje@mecd.es
Museo Geominero," De lunes a domingo y festivos de 9 a 14 horas. Cerrado: 1 y 6 de enero y 24, 25 y 31 de diciembre ",0,CALLE RIOS ROSAS,MADRID,28003,40.44205696051332,-3.6996705622841457,913 495 759,m.geominero@igme.es
Museo Histórico Minero Don Felipe de Borbón y Grecia," Previa cita concertada para grupos   Mercadillo de minerales y fósiles:  primer domingo de cada mes de 10 a 14 horas (en este período se podrá visitar también el museo y la mina)   Exposición anual  el segundo fin de semana (viernes, sábado y domingo) de marzo (el Museo permanecerá abierto todo el día) ",0,CALLE RIOS ROSAS,MADRID,28003,40.44207963042673,-3.7003900716027776,913 367 029,
Museo Los Caños del Peral. Estación de Metro Ópera," Viernes, sábados y domingos de 11 a 13 y de 17 a 19 horas ",1,PLAZA ISABEL II,MADRID,28013,40.41775560280743,-3.709202070089538,902 444 403 (Información),
Museo Lázaro Galdiano,"  Lunes y de miércoles a sábados de 10 a 16,30 horas.  Domingos de 10 a 15 horas.  Cerrado todos los martes, 1 y 6 de enero, 28 y 29 de marzo, 1 y 15 de mayo, 15 de agosto, 1 de noviembre y 24, 25 y 31 de diciembre.    Visitas guiadas  al Museo fuera de horario: de 17:30 a 18:45 horas, previa reserva telefónica en el 915 616 084 (extensión 101).    Horario para reserva telefónica: de lunes a jueves, de 8,30 a 16,30 horas, viernes hasta las 14 horas.   Importe: 2 euros (entrada al museo).   Miércoles y jueves: para grupos previamente constituidos.   Viernes para visitantes individuales reunidos para la visita.   ",1,CALLE SERRANO,MADRID,28006,40.436750328725985,-3.6861980129207894,915 616 084,secretaria.fundacion@flg.es
Museo Médico Farmaceútico,De lunes a viernes de 8 a 15 horas,0,AVENIDA REINA VICTORIA,MADRID,28003,40.44732295324816,-3.7092415521608646,,
Museo Nacional Centro de Arte Reina Sofía (MNCARS),"  De lunes a sábado de 10 a 21 horas y domingos de 10 a 19 horas (de 14:30 a 19 horas se pueden visitar la Colección 1, Edificio Sabatini planta 2,. El resto de las exposiciones temporales y la Colección, permanecen cerradas).  Martes cerrado (incluso festivos)  Cerrado los días 1 y 6 de enero, 1 de mayo, 15 de mayo, 9 de noviembre y 24, 25 y 31 de diciembre   El horario de la taquilla finaliza 30 minutos antes de la hora del cierre del museo.  ",1,CALLE SANTA ISABEL,MADRID,28012,40.40853230723727,-3.6940315586451433,"917 741 000                                                                         
",info@museoreinasofia.es
Museo Nacional de Antropología,"  De martes a sábado de 9:30 a 20 horas, domingos y festivos de 10 a 15 horas.  Cerrado: todos los lunes; 1 de enero; 1 de mayo;  24, 25 y 31 de diciembre y dos festivos locales.  ",1,CALLE ALFONSO XII,MADRID,28014,40.40788746746481,-3.6888747083604834,"915 306 418                                                                                                
",antropologico@mcu.es
Museo Nacional de Artes Decorativas,"  De martes a sábados de 9:30 a 15 horas.   Jueves tarde de 17 a 20 horas.  Cerrado los jueves de julio y agosto.  Domingos y festivos de 10 a 15 horas.   Cerrado: todos los lunes del año, y los días 1 y 6 de enero, 1 y 15 de mayo, 24, 25 y 31 de diciembre.  ",0,CALLE MONTALBAN,MADRID,28014,40.4178910680573,-3.689790044810553,915 326 499 / 915 326 845,mnad@mnad.mcu.es
Museo Nacional de Ciencia y Tecnología," De martes a sábado de 10 a 14 y de 16 a 18 horas. Domingo y festivos de 10 a 14:30 horas.  Verano (julio y agosto): de martes a sábado de 9 a 15 horas; domingos y festivos de 10 a 14:30 horas.   Cerrado: lunes, días 1 y 6 de enero, 1 y 15 de mayo y  24, 25 y 31 de diciembre  ",1,PASEO DELICIAS,MADRID,28045,40.400281290485566,-3.693817192160563,916 037 400 / 916 037 401 (exposiciones) / 916 037 405  (visitas guiadas),infomuseo@muncyt.es
Museo Nacional de Ciencias Naturales," De martes a viernes, domingos, festivos y lunes festivos de 10 a 17 horas. Sábados, domingos previos a festivos de 10 a 20 horas. Sábados de julio y agosto de 10 a 15 horas.   Cerrado : todos los lunes no festivos, 1 y 6 de enero, 1 de mayo y 25 de diciembre   Biblioteca : de lunes a jueves de 9 a 20 y viernes de 9 a 15 horas. Julio y agosto: de lunes a viernes de 9 a 14,30 horas    Mediateca  (cerrada por obras). ",1,CALLE JOSE GUTIERREZ ABASCAL,MADRID,28006,40.44042943656617,-3.690161856630636,914 111 328 (centralita),museo@bib.csic.es
Museo Naval,"De martes a domingo de 10 a 19 horas. Cerrado: lunes,  días 1 y 6 de enero, viernes santo, 1 de mayo, día 16 de julio, y días 24, 25 y 31 de diciembre",1,PASEO PRADO,MADRID,28014,40.41751289873052,-3.692768317427539,915 238 516 (Cita previa visitas grupo),
Museo Postal y Telegráfico,  Museo: de lunes a viernes de 9 a 14 y de 16 a 18 horas.   Biblioteca: de lunes a viernes de 9 a 14 horas.  ,1,CALLE TAPIA DE CASARIEGO,MADRID,28023,40.467706026917405,-3.7690721403206724,917 400 668 / 917 400 664 (Biblioteca),museopostaltelegrafico@correos.com
Museo Sorolla," De martes a sábado: de 9:30 a 20 horas ininterrumpido   Domingo y festivos: de 10 a 15 horas  Cerrado: todos los lunes del año, 1 de enero, 1 de mayo, 24, 25 y 31 de diciembre, y dos festivos locales. ",0,PASEO GENERAL MARTINEZ CAMPOS,MADRID,28010,40.43525376916864,-3.69241981045026,913 101 584,museo@msorolla.mcu.es
Museo Taurino de la Plaza de las Ventas,"  Temporada taurina  (de marzo a octubre): de lunes a viernes de 9:30 a 14:30 horas. Domingos, festivos y días de festejo de 10 a 13 horas   Fuera de temporada  (de noviembre a febrero): de lunes a viernes de 9:30 a 14:30 horas ",0,CALLE ALCALA,MADRID,28028,40.43157110306013,-3.662872780933851,"917 251 857                 
",
Museo Thyssen Bornemisza,,1,PASEO PRADO,MADRID,28014,40.41600553697803,-3.694744831131079,"902 760 511 (Información general)                                                                                                                         
",inform@museothyssen.org
Museo Tiflológico," Martes a viernes de 10 a 14 horas y de 17 a 20 horas. Sábados de 10 a 14 horas. Lunes, domingos y festivos cerrado.  Las visitas de grupos se realizan previa reserva, de 8 a 15 horas, en el teléfono de información:+34 915 894 219 ",1,CALLE LA CORUÑA,MADRID,28020,40.45519790204094,-3.7001960485997545,915 894 290,museo@once.es
Palacio de Liria," Viernes: visita guiada a las 10 horas, 11 horas y 12 horas.  Visitas: previa petición de cita por escrito o por fax ",0,CALLE PRINCESA,MADRID,28008,40.42680681645222,-3.7125979731032404,91 547 53 02,
Palacio Real,"  De octubre a marzo: de 10 a 18 horas.  De abril a septiembre: de 10 a 20 horas.  Cierre taquillas una hora antes.  Cerrado: 1 y 6 (acto oficial) de enero; 1 de mayo; 25 de diciembre de 2014.   Abierto: 17 y 18 de abril; 2 y 15 de mayo; 19 de junio; 15 de agosto; 1 y 10 de noviembre; 6, 8, 24 y 31 de diciembre de 2014: taquillas cerradas a las 14 y monumento a la 15 horas.   ",1,CALLE BAILEN,MADRID,28013,40.42075212551193,-3.712699107286406,"914 548 800 (Información general, actos e incidencias previstas)                                                              
914 548 803 (Concierto de colegios, reserva grupos de lunes a jueves de 9 a 18 y viernes de 9 a 16 horas)   
",info@patrimonionacional.es
Panteón de Hombres Ilustres,"  De martes a sábado de 10 a 14 y de 16 a 18,30 horas.  Domingos y festivos de 10 a 15 horas. Tardes cerrado.  Cerrado: 1 y 6 de enero; 1 de mayo; 25 de diciembre de 2014.   Abierto: 15 de mayo; 10 de noviembre y 8, 24 y 31 de diciembre de 2014: los días 24 y 31 de diciembre cerradas taquillas a las 14:30 y monumento a las 15 horas.  Abierto horario domingo: 17 y 18 de abril; 2 de mayo; 19 de junio; 15 de agosto; 1 de noviembre y 6 de diciembre de 2014.  Cierre del acceso al monumento media hora antes.  ",1,CALLE JULIAN GAYARRE,MADRID,28014,40.40622617519116,-3.683413041846525,914 548 800 ,
Parroquia Santa Cruz,,0,CALLE ATOCHA,MADRID,28012,40.414599766147546,-3.705220430502387,913 691 239,
Planetario de Madrid,,0,AVENIDA PLANETARIO,MADRID,28045,40.39227092120195,-3.684968648157021,"914 673 461 (Reserva Grupos)                                                                                                     
914 673 898 (Contestador automático de información)",buzon@planetmad.es
Real Basílica San Francisco el Grande,  Museo:  de martes a viernes de 10:30 a 12:30 y de 16 a 18 horas. Sábados de 10:30 a 12:30 y de 16 a 18 horas (si no se ofician actos religiosos). Julio y agosto: de martes a domingo de 10:30 a 12:30 y de 17 a 19 horas. ,0,CALLE SAN BUENAVENTURA,MADRID,28005,40.41084005024222,-3.714503845728281,913 653 800,
Real Fábrica de Tapices," De lunes a viernes de 10 a 14 horas.   Cerrado: sábados, domingos, Semana Santa y agosto. ",0,CALLE FUENTERRABIA,MADRID,28014,40.406087329011655,-3.682515969574079,914 340 550,info@realfabricadetapices.com
Real Monasterio de la Encarnación,"  De martes a sábado: de 10 a 14 horas y de 16 a 18:30 horas  Domingos y festivos: de 10 a 15 horas y tardes cerrado  Cierre taquillas, 45 minutos antes  Cerrado: 1 y 6 de enero; Semana Santa (de 16 al 19 de abril, inclusive); 1 de mayo; 27 de julio; 10 de noviembre; 24, 25 y 31 de diciembre de 2014  Abierto: 15 de mayo y 8 de diciembre de 2014  Abierto horario domingo: 2 de mayo; 19 de junio; 15 de agosto; 1 de noviembre y 6 de diciembre de 2014    Atención telefónica    De lunes a sábados: de 9:30 a 17 horas  Domingos y festivos: de 9 a 14 horas  ",1,PLAZA ENCARNACION,MADRID,28013,40.41967800877382,-3.711567962866152,914 548 800 ,
Real Monasterio de Santa Isabel, El acceso al templo sólo es posible en horario de culto ,0,CALLE SANTA ISABEL,MADRID,28012,40.41213027498252,-3.6994547941964946,,
Real Sitio de El Pardo,"  De octubre a marzo: todos los días de 10 a 18 horas  De abril a septiembre: todos los días de 10 a 20 horas  Cerrado: 1, 6 de enero; 1 de mayo; 24, 25 y 31 de diciembre de 2014.   Abierto: 17 y 18 de abril; 2 y 15 de mayo; 19 de junio; 15 de agosto; 1 y 10 de noviembre; 6 y 8 de diciembre de 2014.   ",1,CALLE MANUEL ALONSO,MADRID,28048,40.52071790499227,-3.776630886241239,"913 761 500 (Información y concierto de visitas, de lunes a viernes de 10:30 a 17 horas)",
Templo de Debod,"  De 1 de octubre a 31 de marzo   De martes a viernes de 9:45 a 13:45 y de 16:15 a 18:15 horas  Sábados, domingos y festivos de 9:30 a 20 hora    De 1 de abril a 30 de septiembre   De martes a viernes de 10 a 14 y de 18 a 20 horas  Sábados, domingos y festivos de 9:30 a 20 horas.     El templo permanece cerrado los lunes y los festivos 1 de enero, 1 de mayo y 25 de diciembre.  Último pase de visita 15 minutos antes del cierre.  Este horario y la apertura de salas pueden sufrir modificaciones, por favor, confírmelo en el teléfono de información del museo.  ",0,CALLE FERRAZ,MADRID,28008,40.42425096551599,-3.716531855540272,913 667 415 (Museo de San Isidro / Templo de Debod)),templodebod@madrid.es
Yacimiento paleontológico. Estación de Metro Carpetana," Visitas todos los días durante la apertura de la estación, de 6 a 1:30 horas ",1,CALLE VIA CARPETANA,MADRID,28047,40.39150793405899,-3.7428839286586184,902 444 403 (Información),
