NOMBRE,SCHEDULE,ACCESIBILIDAD,ADDRESS,LOCALIDAD,CODIGO-POSTAL,LATITUD,LONGITUD,TELEFONO,EMAIL
Oficina de Turismo de Noruega,,0,PLAZA COLON,MADRID,28046,40.42567672426549,-3.690989485997537,913 440 987,
Oficina de Turismo de Nueva York, De lunes a viernes de 9 a 17:30 horas ,0,CALLE ELOY GONZALO,MADRID,28010,40.43466453809479,-3.700501765839506,914 585 573,nuevayork@aviareps.com
Oficina de Turismo de Perú, Consultar telefónicamente ,0,CALLE PRINCIPE DE VERGARA,MADRID,28001,40.42672483254267,-3.67983630874813,914 314 242,lepra@embajadaperu.es
Oficina de Turismo de Polonia,Consultar telefónicamente,0,CALLE PRINCESA,MADRID,28008,40.424733058522776,-3.7128707959595735,915 414 808,
Oficina de Turismo de Portugal,,0,CALLE LAGASCA,MADRID,28001,40.42991199250328,-3.6847609466814806,917 617 230,info@visitportugal.com
Oficina de Turismo de Puerto Rico,Consultar telefónicamente,0,CALLE SERRANO,MADRID,28001,40.420824872394476,-3.6888062705544282,914 312 128,
Oficina de Turismo de República Dominicana,Consultar telefónicamente,0,CALLE SERRANO,MADRID,28006,40.435740819719065,-3.686282071961934,914 177 375,
Oficina de Turismo de Rumanía,Consultar telefónicamente,0,CALLE ALCANTARA,MADRID,28006,40.430634374958515,-3.6737451941500177,914 014 268,
Oficina de Turismo de Seychelles,Consultar telefónicamente,0,CALLE PRINCESA,MADRID,28008,40.42952907365398,-3.7152674834510426,917 020 804,info@turismoseychelles.com
Oficina de Turismo de Suiza,,0,- -,,,40.4241953857432,-3.712405377713949,00 800 100 200 30 (gratuito) ,info@myswitzerland.com
Oficina de Turismo de Tahití, Consultar telefónicamente  ,0,CALLE SERRANO,MADRID,28001,40.426021621426464,-3.687538961488509,915 489 747,info.es@atout-france.fr
Oficina de Turismo de Tailandia,,0,. .,,28080,40.429705289271205,-3.7085966548765446,,info@turismotailandes.com
Oficina de Turismo de Turquia,Consultar telefónicamente,0,CALLE ANTONIO MAURA,MADRID,28014,40.416395587157496,-3.6897865586854928,915 597 014,turquia@telefonica.net
Oficina de Turismo de Túnez,Consultar telefónicamente,0,CALLE ALBERTO AGUILERA,MADRID,28015,40.42966846062115,-3.7087259496279517,915 481 435,administracion@turismodetunez.com
Oficina de Turismo de Venezuela,Consultar telefonicámente,0,CALLE CAPITAN HAYA,MADRID,28020,40.453269184872156,-3.6928523641457414,915 981 200,turismo@embajadadevenezuela.es
Oficina de Turismo del Ayuntamiento de Madrid. Sector Profesional, De lunes a viernes de 9 a 17 horas (sólo para profesionales de turismo) ,1,PLAZA MAYOR,MADRID,28012,40.41583855082183,-3.7074257084323636,917 012 210,
Oficina Joven Comunidad de Madrid. TIVE. Calle de Fernando el Católico," De lunes a viernes de 9 a 14 horas  Desde el 1 de abril hasta el 30 de septiembre de 9 a 19 horas., ininterrumpidamente, para todos los servicios excepto para las inscripciones en actividades organizadas por la Dirección General de Juventud y Deportes, que sólo se realizarán de 9 a 14 horas. ",0,CALLE FERNANDO EL CATOLICO,MADRID,28015,40.43442331966472,-3.717795251173153,915 437 412,tive.juventud@madrid.org
Oficina Joven Comunidad de Madrid. TIVE. Calle de Recoletos, De lunes a viernes de 9 a 14 horas ,0,CALLE RECOLETOS,MADRID,28001,40.42232563847626,-3.6909434067579525,901 510 610 / 912 767 563,
Punto de Información Turística Aeropuerto Adolfo Suárez Madrid -  Barajas Terminal 2,De lunes a domingo de 9 a 20 horas,0,AVENIDA HISPANIDAD,MADRID,28042,40.45188738242834,-3.5859807207200376,914 544 410 (nformación turística y Programa de Visitas Guiadas Oficiales),turismo@esmadrid.com
Punto de Información Turística Aeropuerto Adolfo Suárez Madrid - Barajas Terminal 4,De lunes a domingo de 9 a 20 horas,0,AVENIDA HISPANIDAD,MADRID,28042,40.45188738242834,-3.5859807207200376,914 544 410 (información turística y Programa Visitas Guiadas Oficiales),turismo@esmadrid.com
Punto de Información Turística Callao (en remodelación),De lunes a domingo de 9:30 a 20:30 horas,0,PLAZA CALLAO,MADRID,28013,40.41974735763767,-3.7061346665078845,914 544 410 (información turística y Programa Visitas Guiadas Oficiales),turismo@esmadrid.com
Punto de Información Turística Cibeles,De lunes a domingo de 9:30 a 20:30 horas,0,PLAZA CIBELES,MADRID,28014,40.419011767401095,-3.692206111679657,914 544 410 (información turística y Programa Visitas Guiadas Oficiales),turismo@esmadrid.com
Punto de Información Turística Paseo del Arte,De lunes a domingo de 9:30 a 20:30 horas. ,1,CALLE SANTA ISABEL,MADRID,28012,40.41213027498252,-3.6994547941964946,914 544 410 (información turística y Programa Visitas Guiadas Oficiales),turismo@esmadrid.com
Punto de Información Turística. Centrocentro,"  De martes a domingo de 10 a 20 horas  Cerrado todos los lunes, 1 y 6 de enero, 1 de mayo y 24, 25 y 31 de diciembre  ",0,PLAZA CIBELES,MADRID,28014,40.419011767401095,-3.692206111679657,914 544 410 (información turística y Programa Visitas Guiadas Oficiales),turismo@esmadrid.com
Servicio de Atención al Turista Extranjero (SATE). Comisaría de Centro,Todos los días de 9 a 24 horas,0,CALLE LEGANITOS,MADRID,28013,40.421578408057876,-3.7101852392954386,902 102 112 (denuncias 24 horas. Policía),satemadrid@esmadrid.com
Servicio No Presencial de Información Turística de Madrid,De lunes a domingo de 9:30 a 20:30 horas,0,PLAZA MAYOR,MADRID,28012,40.41583855082183,-3.7074257084323636,914 544 410 (información turística y Programa Visitas Guiadas Oficiales),turismo@esmadrid.com
Unidad Móvil de información turística de Madrid,De 9:30 a 20:30 horas.,1,Punto itinerante ,MADRID,,,,,
