Fichero actualizado a fecha: 2014-10-19 03:52:48
DescripcionBlob;NombreEntidad;DirectorioRelacionado;DirectorioRelacionado;Localidad;Tipo de Gestión;Horario de apertura;Requisitos específicos para el acceso;Accesibilidad;Servicios disponibles;Información Adicional;Identificador;FechaModificacion;Enlace al contenido;
;"Biblioteca Pública Municipal de Covaleda";"Biblioteca Pública Municipal de Covaleda";"1194247009985";"Covaleda";;"<p><strong>Lunes a Viernes:<br />
</strong>Invierno Tardes:&nbsp;de 18:30 a 20:30 h.</p>
<p>Verano&nbsp;Ma&ntilde;anas:&nbsp;de 12 a&nbsp;14 h.</p>";;;"<ul>
<li>Pr&eacute;stamo infantil y adulto.</li>
<li>Pr&eacute;stamo interbibliotecario.</li>
<li>Informaci&oacute;n y referencia.</li>
<li>Fondo de estudios locales.</li>
<li>Consulta de documentos audiovisuales.</li>
<li>Acceso a Internet.</li>
<li>Reprograf&iacute;a</li>
</ul>";"<ul>
<li><strong>Recursos:</strong></li>
</ul>
<p>Libros. Peri&oacute;dicos y revistas. Audiovisuales. Multimedia. Recursos electr&oacute;nicos.</p>
<ul>
<li><strong>Equipamiento:</strong></li>
</ul>
<p>76 puestos de consulta.</p>
<ul>
<li><strong>Equipamiento inform&aacute;tico:</strong></li>
</ul>
<p>1 ordenador uso interno.&nbsp;7 ordenadores de uso p&uacute;blico con conexi&oacute;n a Internet. Wifi.</p>";1284223919716;20140311;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1284223919716/DirectorioPadre";
;"Biblioteca Pública Municipal de Duruelo de la Sierra";"Biblioteca Pública Municipal de Duruelo de la Sierra";"1194247012437";"Duruelo de la Sierra";;"<p><strong>Lunes a Viernes:<br />
</strong>Tardes:&nbsp;de 19:00 a 21:00 h.</p>";;;"<ul>
<li>Pr&eacute;stamo infantil y adulto.</li>
<li>Pr&eacute;stamo interbibliotecario.</li>
<li>Informaci&oacute;n y referencia.</li>
<li>Fondo de estudios locales.</li>
<li>Consulta de documentos audiovisuales.</li>
<li>Acceso a Internet.</li>
</ul>";"<ul>
<li><strong>Recursos:</strong></li>
</ul>
<p>Libros. Peri&oacute;dicos y revistas. Audiovisuales. Multimedia. Recursos electr&oacute;nicos.</p>
<ul>
<li><strong>Equipamiento:</strong></li>
</ul>
<p>36 puestos de consulta.</p>
<ul>
<li><strong>Equipamiento inform&aacute;tico:</strong></li>
</ul>
<p>1 ordenador uso interno.&nbsp;6 ordenadores de uso p&uacute;blico con conexi&oacute;n a Internet. Wifi.</p>";1284223923137;20140311;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1284223923137/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FBibliotecasPlantillaImagenDchaTexto&amp;_herramienta_=true&amp;_cid_=1207835088735&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1207835088735;Tipo:Recurso)]</i></span>";"Biblioteca Pública Municipal de Astorga";"Biblioteca Pública Municipal de Astorga";"1194418732336";"Astorga";;"<p><strong>De lunes a viernes</strong>: de 10 a 21 h.<br />
<strong>Verano, Navidad y Semana Santa</strong>: de 13:30 a 15 h.</p>";;;"<ul>
<li>Consulta en&nbsp;sala</li>
<li>Pr&eacute;stamo&nbsp;&nbsp;</li>
<li>Acceso a Internet</li>
<li>Formaci&oacute;n de usuarios</li>
<li>Reprograf&iacute;a</li>
</ul>";"<p><strong>Recursos: </strong>Libros, peri&oacute;dicos, revistas y material audiovisual<br />
&nbsp;</p>";1284224299206;20141007;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1284224299206/DirectorioPadre";
;"Centro de Documentación y Biblioteca de la Mujer ""Rosa Chacel"". Valladolid";"Centro de Documentación ""Rosa Chacel"". Valladolid";"1202287864627";"Valladolid";;"<p>Ma&ntilde;anas (L, X V): de&nbsp;10:00 13:00 h. <br />
Tardes: investigaci&oacute;n y grupos</p>";;;"<ul>
<li>Consulta en sala</li>
<li>Pr&eacute;stamo a domicilio</li>
<li>Informaci&oacute;n bibliogr&aacute;fica y asesoramiento en temas de igualdad<br />
&nbsp;</li>
</ul>";"<p><strong>Recursos:<br />
</strong>La biblioteca actual nace con la Asociaci&oacute;n Rosa Chacel en 1987 con el objetivo de crear un espacio que recogiera la documentaci&oacute;n relativa a la mujer y difundir la literatura escrita por mujeres. Re&uacute;ne una colecci&oacute;n de libros, revistas, dossieres de prensa, audiovisuales de tem&aacute;tica variada. <br />
<br />
<strong>Equipamiento:<br />
</strong>Fotocopiadora, tel&eacute;fono y fax <br />
&nbsp;</p>";1284224303778;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1284224303778/DirectorioPadre";
;"Biblioteca Pública Municipal de Benavides de Órbigo";"Biblioteca Pública Municipal de Benavides de Órbigo";"1194591161073";"Benavides de Órbigo";;"<p>De lunes a viernes durante todo el a&ntilde;o.</p>
<p><strong>Horario habitual:&nbsp;</strong>de 16,30 a 19,30 h. <br />
<br />
<strong>Vacaciones lectivas</strong>: Navidad, Semana Santa, julio y agosto: de 10 a 13 h.<br />
&nbsp;</p>";;;"<ul>
<li>Consulta en&nbsp;sala</li>
<li>Pr&eacute;stamo&nbsp;&nbsp;</li>
<li>Acceso a internet mediante wifi gratuito</li>
</ul>";"<p><strong>Recursos: </strong>Libros, peri&oacute;dicos, revistas y material audiovisual<br />
&nbsp;</p>";1284224312863;20140820;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1284224312863/DirectorioPadre";
;"Biblioteca Pública Municipal de Ciñera de Gordón";"Biblioteca Pública Municipal de Ciñera de Gordón";"1194505211977";"Ciñera";;"<p><strong>De lunes a viernes</strong>: de 12:30 a 14 h. y de 16:30 a 20:30 h.<br />
<br />
&nbsp;</p>";;;"<ul>
<li>Consulta en&nbsp;sala</li>
<li>Pr&eacute;stamo&nbsp;&nbsp;</li>
<li>Acceso a Internet</li>
<li>Reprograf&iacute;a</li>
</ul>";"<p><strong>Recursos: </strong>Libros, peri&oacute;dicos, revistas y material audiovisual<br />
&nbsp;</p>";1284224355908;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1284224355908/DirectorioPadre";
"<p><img src='/web/jcyl/binarios/290/396/WPA_BM_Barruelo.jpg' alt='Foto de la biblioteca de Barruelo (Palencia)'></p>";"Biblioteca Pública Municipal ""Santa Bárbara"" de Barruelo de Santullán (Palencia)";"Biblioteca Pública Municipal de Barruelo de Santullán";"1194332696747";"Barruelo de Santullán";;"<p><strong>Lunes a jueves</strong>, de 16 a 19 h.<br />
<strong>Viernes</strong>, de 10:30 a 13:30&nbsp;h.<br />
&nbsp;</p>";;;"<p><strong>Servicios</strong>:</p>
<ul>
<li>Pr&eacute;stamo infantil y adulto.</li>
<li>Informaci&oacute;n y referencia.</li>
<li>Fondo de estudios locales.</li>
<li>Acceso a Internet.</li>
<li>Actividades culturales y de animaci&oacute;n a la lectura.</li>
</ul>";"<p><strong>Recursos </strong>(datos aproximados):</p>
<ul>
<li>Libros: 9.500 vol&uacute;menes.</li>
<li>Revistas: 21 t&iacute;tulos.</li>
<li>Prensa: 8 peri&oacute;dicos.</li>
<li>Documentos audiovisuales: 650 DVDs y CDs audio y CD-ROMs<strong>. </strong><strong><br />
</strong></li>
</ul>
<p><strong>Equipamiento</strong>:</p>
<ul>
<li>30 puestos de consulta</li>
<li>3 Puestos de uso p&uacute;blico con acceso a Internet</li>
</ul>";1284224415145;20120619;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1284224415145/DirectorioPadre";
"<p><img src='/web/jcyl/binarios/216/47/WPA_BM_Osorno.jpg' alt='Foto de la biblioteca de Osorno (Palencia)'></p>";"Biblioteca Pública Municipal ""Fernando Torres y Almunia"" de Osorno (Palencia)";"Biblioteca Pública Municipal ""Fernando de Torres y Almunia"" de Osorno (Palencia)";"1195196654020";"Osorno La Mayor";;"<p><strong>Lunes a viernes</strong>, de 16 a 20 h.</p>
<p><strong>Verano (julio y Agosto),</strong> de 11 a 14 h.&nbsp;</p>
<p><br />
&nbsp;</p>";;;"<p><strong>Servicios</strong>:</p>
<ul>
<li>Pr&eacute;stamo infantil y adulto..</li>
<li>Informaci&oacute;n y referencia.</li>
<li>Fondo de estudios locales.</li>
<li>Acceso a Internet.</li>
<li>Actividades culturales y de animaci&oacute;n a la lectura</li>
</ul>
<p>&nbsp;</p>";"<p><strong>Recursos </strong>(datos aproximados):</p>
<p><strong><br />
</strong></p>
<ul>
<li>Libros:&nbsp;7.500 vol&uacute;menes</li>
<li>Prensa:&nbsp;2 peri&oacute;dicos</li>
<li>Documentos audiovisuales:&nbsp;90 DVDs y CDs audio y&nbsp;CD-ROMs</li>
</ul>
<p><strong>Equipamiento</strong>:</p>
<ul>
<li>32&nbsp;puestos de consulta</li>
<li>Escaner</li>
<li>Reproductor de audiovisuales</li>
<li>1 puesto de uso p&uacute;blico con acceso a Internet</li>
</ul>
<p>&nbsp;</p>";1284224562422;20120619;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1284224562422/DirectorioPadre";
;"Biblioteca Pública Municipal de Quintanilla de Sollamas";"Biblioteca Pública Municipal de Quintanilla de Sollamas";"1194937148796";"Quintanilla de Sollamas";;"<p><strong>De lunes a viernes: </strong>de 11 a 14 h. y de 15:30 a 19:30 h.<br />
<strong>Verano: </strong>8:30 a 15 h.</p>";;;"<ul>
<li>Consulta en&nbsp;sala</li>
<li>Pr&eacute;stamo&nbsp;&nbsp;</li>
<li>Acceso a Internet</li>
<li>Formaci&oacute;n de usuarios</li>
<li>Ludoteca</li>
</ul>";"<p><strong>Recursos: </strong>Libros, peri&oacute;dicos, revistas y material audiovisual<br />
&nbsp;</p>";1284224573529;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1284224573529/DirectorioPadre";
"<p><img src='/web/jcyl/binarios/806/179/WPA_BM_Villarramiel.jpg' alt='Foto de la biblioteca de Villarramiel (Palencia)'></p>";"Biblioteca Pública Municipal ""Herramel Álvarez"" de Villarramiel (Palencia)";"Biblioteca Pública Municipal de Villarramiel";"1195196695889";"Villarramiel";;"<p><strong>Lunes a viernes</strong>, de 12 a 13 y 17 a 20 h.</p>
<p><strong>Verano,</strong> de 12 a 13 y de 18 a 21 h.</p>
<p>&nbsp;</p>";;;"<p><strong>Servicios</strong>:</p>
<ul>
<li>Pr&eacute;stamo infantil y adulto.</li>
<li>Informaci&oacute;n y referencia.</li>
<li>Fondo de estudios locales.</li>
<li>Acceso a Internet.</li>
<li>Actividades culturales y de animaci&oacute;n a la lectura</li>
</ul>
<p>&nbsp;</p>";"<p><strong>Recursos </strong>(datos aproximados):</p>
<p><strong><br />
</strong></p>
<ul>
<li>Libros:&nbsp;14.500 vol&uacute;menes</li>
<li>Prensa:&nbsp;2 peri&oacute;dicos</li>
<li>Documentos audiovisuales:&nbsp;400 DVDs&nbsp;</li>
</ul>
<p><strong>Equipamiento</strong>:</p>
<ul>
<li>42&nbsp;puestos de consulta</li>
<li>1 puesto de uso p&uacute;blico con acceso a Internet</li>
</ul>
<p>&nbsp;</p>";1284224675897;20120619;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1284224675897/DirectorioPadre";
;"Biblioteca Pública Municipal de Trobajo del Cerecedo";"Biblioteca Pública Municipal de Trobajo del Cerecedo";"1194591165453";"Trobajo del Cerecedo";;"<p><strong>De lunes a viernes: </strong>de 16:30 a 20:30 h.&nbsp; <br />
<strong>Verano</strong>: de 10 a 14 h.</p>";;;"<ul>
<li>Consulta en&nbsp;sala</li>
<li>Pr&eacute;stamo</li>
<li>Acceso a Internet</li>
<li>Animaci&oacute;n a la lectura</li>
<li>Ludoteca</li>
</ul>";"<p><strong>Recursos: </strong>Libros, peri&oacute;dicos, revistas y material audiovisual<br />
&nbsp;</p>";1284224680894;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1284224680894/DirectorioPadre";
;"Biblioteca Pública Municipal de Valdepolo";"Biblioteca Pública Municipal de Valdepolo";"1194528356154";"Valdepolo";;"<p><strong>De lunes a viernes: </strong>de 16 a 20 h.&nbsp; <br />
&nbsp;</p>";;;"<ul>
<li>Consulta en&nbsp;sala</li>
<li>Pr&eacute;stamo</li>
<li>Acceso a Internet</li>
<li>Reprograf&iacute;a</li>
</ul>";"<p><strong>Recursos: </strong>Libros, peri&oacute;dicos, revistas y material audiovisual<br />
&nbsp;</p>";1284224684799;20140310;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1284224684799/DirectorioPadre";
;"Biblioteca Pública Municipal de Béjar";"Biblioteca Pública Municipal de Béjar";"1195687074062";"Béjar";;"<p>De 10:00 h.&nbsp;a 14:00 h. y 17:00 h. a 20:00 h. (lunes a viernes)</p>";;;"<ul>
<li>Sala de estudio y consulta, pr&eacute;stamo, hemeroteca, videoteca, sala de consulta y lectura y lectura infantil, pr&eacute;stamo infantil, conexi&oacute;n a internet&nbsp;</li>
</ul>
<p>&nbsp;</p>";"<ul>
<li>Vol&uacute;menes para adultos</li>
<li>Vol&uacute;menes para infantil</li>
<li>Publicaciones peri&oacute;dicas</li>
<li>Documentos sonoros</li>
<li>Documentos audiovisuales y electr&oacute;nicos<br />
&nbsp;</li>
</ul>";1284225826269;20140311;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1284225826269/DirectorioPadre";
;"Biblioteca Pública Municipal de Carbajosa de la Sagrada";"Biblioteca Pública Municipal de Carbajosa de la Sagrada";"1195801302496";"Carbajosa de la Sagrada";;"<p>Horario de invierno: de 10:00 a 13:30 horas y de 17 a 20:30 horas&nbsp;(lunes a viernes).<br />
Horario de verano: consultar.</p>
<p>&nbsp;</p>";;;"<ul>
<li>Pr&eacute;stamo, consulta y estudio, actividades infantiles, conexi&oacute;n a internet</li>
<li>Secci&oacute;n juvenil (c&oacute;mic)</li>
</ul>";"<ul>
<li>Vol&uacute;menes para adultos</li>
<li>Vol&uacute;menes para infantil y juvenil</li>
<li>Publicaciones peri&oacute;dicas</li>
<li>Audiolibros</li>
<li>Documentos audiovisuales y electr&oacute;nicos</li>
</ul>";1284225837595;20140311;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1284225837595/DirectorioPadre";
;"Biblioteca Pública Municipal ""Gabriel y Galán"" de Salamanca";"Biblioteca Pública Municipal ""Gabriel y Galán"" de Salamanca";"1207035239184";"Salamanca";;"<p>Horario de invierno: Lunes a viernes de 10:00 a 14:00 y de 17:00 a 20:00 horas.<br />
Horario de verano (de julio a septiembre): Lunes a viernes de 9:00 a 14:00 horas.</p>
<p>&nbsp;</p>";;;"<ul>
<li>Hemeroteca, Secci&oacute;n Infantil, Juvenil y Adultos</li>
</ul>";"<ul>
<li>Libros, revistas, peri&oacute;dicos...</li>
</ul>";1284225856794;20140311;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1284225856794/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaImagenCentro&amp;_herramienta_=true&amp;_cid_=1207035529236&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1207035529236;Tipo:Recurso)]</i></span>";"Biblioteca Pública Municipal de Guijuelo";"Biblioteca Pública Municipal de Guijuelo";"1195686993637";"Guijuelo";;"<ul>
<li>De 10:00 a 14:00 horas y de 17:00 a 20:00 horas&nbsp;(lunes a viernes)</li>
</ul>";;;"<ul>
<li>Lectura en sala, consulta de obras de referencia y pr&eacute;stamo de libros, v&iacute;deos, CD-Rom, CD-A, secci&oacute;n infantil, secci&oacute;n de adultos, hemeroteca, fonoteca y videoteca, conexi&oacute;n a internet</li>
</ul>";"<ul>
<li>Vol&uacute;menes para adultos</li>
<li>Vol&uacute;menes para infantil</li>
<li>Publicaciones peri&oacute;dicas</li>
<li>Documentos sonoros</li>
<li>Documentos audiovisuales y electr&oacute;nicos</li>
</ul>";1284225859868;20140311;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1284225859868/DirectorioPadre";
;"Biblioteca Pública Municipal de Linares de Riofrío";"Biblioteca Pública Municipal de Linares de Riofrío";"1195801326591";"Linares de Riofrío";;"<p>De 16:30 a 18:30 horas (lunes a viernes)</p>";;;"<ul>
<li>Pr&eacute;stamo de libros de lectura, consulta de textos, exposiciones, proyecci&oacute;n de pel&iacute;culas de v&iacute;deo para los ni&ntilde;os</li>
</ul>";"<ul>
<li>Secci&oacute;n de adultos</li>
<li>Secci&oacute;n infantil</li>
<li>Publicaciones peri&oacute;dicas</li>
<li>Documentos audiovisuales</li>
</ul>";1284225865527;20140311;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1284225865527/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaImagenCentro&amp;_herramienta_=true&amp;_cid_=1226327985008&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1226327985008;Tipo:Recurso)]</i></span>";"Biblioteca Pública Municipal de Villares de la Reina";"Biblioteca Pública Municipal de Villares de la Reina";"1195687073618";"Villares de la Reina";;"<p>De 9:30 a 13:30 horas y de 16 a 19 horas (lunes a viernes)</p>";;;"<ul>
<li>Pr&eacute;stamo, lectura, estudio y consulta en sala, conexi&oacute;n a internet, informaci&oacute;n y referencia y actividades socioculturales.&nbsp;</li>
</ul>
<p>&nbsp;</p>";"<ul>
<li>Vol&uacute;menes para adultos</li>
<li>Vol&uacute;menes para infantil</li>
<li>Publicaciones peri&oacute;dicas</li>
<li>Documentos sonoros</li>
<li>Documentos audiovisuales y electr&oacute;nicos</li>
</ul>";1284225880815;20140311;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1284225880815/DirectorioPadre";
;"Bibliotecas León";;;;;;;;;;1284309953602;20140305;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaCastillaYLeon/es/Plantilla100Detalle/1276515978695/_/1284309953602/DirectorioPadre";
;"Biblitocas Soria";;;;;;;;;;1284309957580;20140305;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1284309957580/DirectorioPadre";
;"Bibliotecas municipales del sistema urbano de Burgos";;;;;;;;;;1284310018700;20140306;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1284310018700/DirectorioPadre";
;"Bibliotecas municipales del sistema urbano de Valladolid";;;;;;;;;;1284310020821;20140306;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1284310020821/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaContenidoImagenCentro&amp;_herramienta_=true&amp;_cid_=1196233214731&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1196233214731;Tipo:Recurso)]</i></span>";"Biblioteca Pública Municipal de Coca";"Biblioteca Pública Municipal de Coca";"1191909670724";"Coca";;"<ul>
<li>Martes a jueves : 17:00 a 19:30 h.</li>
</ul>";;;"<ul>
<li>Pr&eacute;stamo.</li>
<li>Consulta.</li>
<li>Informaci&oacute;n.</li>
<li>Acceso a Internet.</li>
</ul>";"<p><strong>Recursos:<br />
</strong></p>
<ul>
<li>Libros.</li>
<li>Peri&oacute;dicos y revistas.</li>
<li>Audiovisuales.</li>
<li>Multimedia.</li>
<li>Recursos electr&oacute;nicos.</li>
</ul>
<p><strong>Equipamiento:</strong> 44 puestos de consulta, 1 esc&aacute;ner y 1 impresora.</p>
<p><strong>Equipamiento inform&aacute;tico:</strong> 2 ordenadores de gesti&oacute;n interna y 8 de uso p&uacute;blico con conexi&oacute;n a Internet.</p>";1284220702046;20140307;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1284220702046/DirectorioPadre";
"<p>La Biblioteca, aunque depende de Caja Segovia, presta a la localidad todos los servicios propios de biblioteca municipal.</p>
<img src='/web/jcyl/binarios/805/592/BPSE_BM_Sacramenia1.jpg' alt='Imagen de la Biblioteca Municipal de Sacramenia'>";"Biblioteca Popular ""San Miguel"" de Caja Segovia. Sacramenia";"Biblioteca Popular ""San Miguel"" de Caja Segovia. Sacramenia";"1191996715406";"Sacramenia";;"<ul>
<li>Martes a viernes : 17:30 a 21:30 h.</li>
</ul>";;;"<ul>
<li>Pr&eacute;stamo.</li>
<li>Consulta.</li>
<li>Informaci&oacute;n.</li>
<li>Acceso a Internet.</li>
</ul>";"<p><strong>Recursos:<br />
</strong></p>
<ul>
<li>Libros.</li>
<li>Peri&oacute;dicos y revistas.</li>
</ul>
<p><strong>Equipamiento: </strong>40 puestos de consulta.</p>
<p><strong>Equipamiento inform&aacute;tico</strong>: 3 ordenadores de uso p&uacute;blico con conexi&oacute;n a Internet</p>";1284220706532;20140307;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1284220706532/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaContenidoImagenCentro&amp;_herramienta_=true&amp;_cid_=1253192744114&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1253192744114;Tipo:Recurso)]</i></span>";"Biblioteca Pública Municipal de La Losa";"Biblioteca Pública Municipal de La Losa";"1253081469376";"Losa (La)";;"<ul>
<li>Lunes a viernes : 12:00 a 14:00 h. y de 17:00 a 20:00 h.</li>
<li>S&aacute;bados: 11:00 a 14:00 y 17:00 a 19:00</li>
</ul>";;;"<ul>
<li>Pr&eacute;stamo.</li>
<li>Consulta.</li>
<li>Informaci&oacute;n.</li>
<li>Zona Wi-Fi con acceso a Internet gratuito.</li>
</ul>";"<p><strong>Recursos:<br />
</strong></p>
<ul>
<li>Libros.</li>
<li>Peri&oacute;dicos y revistas.</li>
<li>Audiovisuales.</li>
<li>Multimedia.</li>
</ul>
<p><strong>Equipamiento:</strong> 3 salas de consulta de libros (infantil, narrativa y materias) y 1 sala de lectura, adem&aacute;s de una sala de usos m&uacute;ltiples y 1 impresora.</p>
<p><strong>Equipamiento inform&aacute;tico:</strong> 1 ordenadores de gesti&oacute;n interna y 5 de uso p&uacute;blico. Zona Wi-Fi con acceso a Internet gratuito las 24 horas en un radio de 30m alrededor de la Biblioteca.</p>";1284220732168;20140307;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1284220732168/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaContenidoImagenCentro&amp;_herramienta_=true&amp;_cid_=1207834873857&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1207834873857;Tipo:Recurso)]</i></span>";"Biblioteca Pública Municipal de San Cristóbal de Segovia";"Biblioteca Pública Municipal de San Cristóbal de Segovia";"1191909671639";"San Cristóbal de Segovia";;"<ul>
<li>Lunes a viernes : 09:00 a 13:00 h ; 16:00 a 20:00 h.</li>
</ul>";;;"<ul>
<li>Pr&eacute;stamo.</li>
<li>Consulta.</li>
<li>Informaci&oacute;n.</li>
<li>Acceso gratuito a Internet .</li>
</ul>";"<p><strong>Recursos:<br />
</strong></p>
<ul>
<li>Libros.</li>
<li>Peri&oacute;dicos y revistas.</li>
<li>Audiovisuales.</li>
<li>Multimedia.</li>
<li>Recursos electr&oacute;nicos</li>
</ul>
<p><strong>Equipamiento:</strong> 20 puestos de consulta, 1 esc&aacute;ner y 1 impresora.</p>
<p><strong>Equipamiento inform&aacute;tico</strong>: 2 ordenadores de gesti&oacute;n interna y&nbsp;1 de uso p&uacute;blico con conexi&oacute;n a Internet.</p>
<img src='/web/jcyl/binarios/868/770/BPSE_BM_SCristobal2011_Logo.jpg' alt='Logotipo de la Biblioteca Pública Municipal de San Cristóbal'><p>Cuenta con un blog con noticias sobre las actividades de la Biblioteca y&nbsp;el mundo de los libros y la literatura.</p>";1284220887121;20140307;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1284220887121/DirectorioPadre";
"<span id=""_CSEMBEDTYPE_=inclusion&amp;_PAGENAME_=Portal_Bibliotecas%2FRecurso%2FPlantillaContenidoImagenCentro&amp;_herramienta_=true&amp;_cid_=1253081377194&amp;_c_=Recurso&amp;_PACKEDARGS_=variableIdioma=idioma$variableTipoLetra=tipoLetra&amp;_deps_=exists""><i>[Contenido incluido(Id:1253081377194;Tipo:Recurso)]</i></span>";"Biblioteca Pública Municipal ""Ramón Menéndez Pidal"" de San Rafael";"Biblioteca Pública Municipal Ramón Menéndez Pidal. San Rafael";"1191909671863";"San Rafael";;"<ul>
<li>Lunes a viernes : 16:30 a 20:30 h.</li>
</ul>";;;"<ul>
<li>Pr&eacute;stamo.</li>
<li>Consulta.</li>
<li>Informaci&oacute;n.</li>
<li>Acceso gratuito a Internet .</li>
</ul>";"<p><strong>Recursos:<br />
</strong></p>
<ul>
<li>Libros.</li>
<li>Peri&oacute;dicos y revistas.</li>
<li>Documentos sonoros.</li>
<li>Recursos electr&oacute;nicos.&nbsp;</li>
</ul>
<p><strong>Equipamiento:</strong> 27 puestos de consulta y 1 fax.</p>
<p><strong>Equipamiento inform&aacute;tico:</strong> 1 ordenadores de gesti&oacute;n interna y 2 de uso p&uacute;blico con conexi&oacute;n a Internet.</p>";1284220912212;20140307;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1284220912212/DirectorioPadre";
