CURSO ACADÉMICO;CÓDIGO;C.SITUACIÓN;SITUACIÓN;C.NATURALEZA;NATURALEZA;C.DENOMINACIÓN GENÉRICA;DENOMINACIÓN GENÉRICA;DENOMINACIÓN GENÉRICA BREVE;DENOMINACIÓN ESPECÍFICA;C.VÍA;VÍA;NOMBRE DE LA VÍA;NÚMERO;NÚMERO(EXT);PISO;PISO(EXT);ESCALERA;LETRA;C.PROV;C.MUNI;C.LOCA;PROVINCIA;MUNICIPIO;LOCALIDAD;C.POSTAL;TELÉFONO;FAX;LETRA;CORREO ELECTRÓNICO;WEB;COORD. LONGITUD;COORD. LATITUD;C.R.A;INTERNADO;CONCIERTO;JORNADA CONTINUA;COMEDOR;TRANSPORTE;
2014;49010710;A;ALTA;1;PÚBLICO;131;CONSERVATORIO PROFESIONAL DE MUSICA;C Música;CONSERVATORIO DE ZAMORA;CALLE;CALLE;HERNÁN CORTÉS;38;;;;;;49;275;2;ZAMORA;ZAMORA;ZAMORA;49021;980531453;;;49010710@educa.jcyl.es;http://conservatoriozamora.centros.educa.jcyl.es/sitio/;-5,72879;41,5104;N;N;N;N;N;N;
2014;37008229;A;ALTA;1;PÚBLICO;132;CONSERVATORIO SUPERIOR DE MUSICA;C Música;CONSERVATORIO SUPERIOR DE CASTILLA Y LEÓN;CALLE;CALLE;LAZARILLO DE TORMES;54;A 70;;;;;37;274;2;SALAMANCA;SALAMANCA;SALAMANCA;37005;923282115;923282878;;37008229@educa.jcyl.es;;-5,65724;40,97664;N;N;N;N;N;N;
2014;24017369;A;ALTA;1;PÚBLICO;131;CONSERVATORIO PROFESIONAL DE MUSICA;C Música;CRISTÓBAL HALFFTER;CALLE;CALLE;RONDA NORTE;1;;;;;;24;115;21;LEON;PONFERRADA;PONFERRADA;24404;987427566;987427565;;24017369@educa.jcyl.es;http://cpmhalffter.centros.educa.jcyl.es;-6,61338;42,5577;N;N;N;N;N;N;
2014;42003499;A;ALTA;1;PÚBLICO;131;CONSERVATORIO PROFESIONAL DE MUSICA;C Música;ORESTE CAMARCA;CALLE;CALLE;CHANCILLERES;2;;;;;;42;173;4;SORIA;SORIA;SORIA;42001;975211611;975233039;;42003499@educa.jcyl.es;http://conservatorioorestecamarca.centros.educa.jcyl.es;-2,47424;41,76822;N;N;N;N;N;N;
2014;09012151;A;ALTA;1;PÚBLICO;131;CONSERVATORIO PROFESIONAL DE MUSICA;C Música;RAFAEL FRÜHBECK;CALLE;CALLE;GONZALO DE BERCEO;27;;;;;;9;59;1;BURGOS;BURGOS;BURGOS;9007;947268373;947271039;;09012151@educa.jcyl.es;;-3,67548;42,35508;N;N;N;N;N;N;
2014;05005577;A;ALTA;1;PÚBLICO;131;CONSERVATORIO PROFESIONAL DE MUSICA;C Música;TOMÁS LUIS DE VICTORIA;AV.;AVENIDA;DE ESPAÑA;;S/N;;;;;5;19;3;AVILA;AVILA;AVILA;5004;920227075;920253218;;05005577@educa.jcyl.es;http://www.conservatoriodeavila.es;-4,67161;40,66514;N;N;N;N;N;N;
2014;24016092;A;ALTA;1;PÚBLICO;20;COLEGIO DE EDUCACION ESPECIAL;CEE;BERGIDUM;CALLE;CALLE;LOS DEPORTES;31;;;;;;24;115;12;LEON;PONFERRADA;FUENTES NUEVAS;24411;987455063;987456909;;24016092@educa.jcyl.es;http://ceerbergidum.centros.educa.jcyl.es;-6,64077;42,57244;N;S;N;S;S;S;
2014;34001881;A;ALTA;1;PÚBLICO;20;COLEGIO DE EDUCACION ESPECIAL;CEE;CARRECHIQUILLA;CALLE;CALLE;CAMINO DE CARRECHIQUILLA;;S/N;;;;;34;120;1;PALENCIA;PALENCIA;PALENCIA;34004;979165188;979721095;;34001881@educa.jcyl.es;http://ceecarrechiquilla.centros.educa.jcyl.es;-4,51823;41,99956;N;S;N;S;S;S;
2014;09008172;A;ALTA;1;PÚBLICO;20;COLEGIO DE EDUCACION ESPECIAL;CEE;FRAY PEDRO PONCE DE LEÓN;CALLE;CALLE;LAS CALZADAS;6;;;;;;9;59;1;BURGOS;BURGOS;BURGOS;9004;947270904;947269795;;09008172@educa.jcyl.es;http://ceefraypedroponcedeleon.centros.educa.jcyl.es;-3,69124;42,34404;N;S;N;N;S;S;
2014;09008184;A;ALTA;1;PÚBLICO;20;COLEGIO DE EDUCACION ESPECIAL;CEE;FUENTEMINAYA;CALLE;CALLE;PADRE JANÁRIZ;11;;;;;;9;18;2;BURGOS;ARANDA DE DUERO;ARANDA DE DUERO;9400;947500089;947500089;;09008184@educa.jcyl.es;http://cpeefuenteminaya.centros.educa.jcyl.es;-3,68943;41,67397;N;N;N;N;S;S;
2014;40004713;A;ALTA;1;PÚBLICO;20;COLEGIO DE EDUCACION ESPECIAL;CEE;NTRA.SRA.DE LA ESPERANZA;CALLE;CALLE;TERMINILLO;16;;;;;;40;194;6;SEGOVIA;SEGOVIA;SEGOVIA;40003;921430012;921412749;;40004713@educa.jcyl.es;http://ceenuestrasenoradelaesperanza.centros.educa.jcyl.es;-4,10726;40,95778;N;S;N;N;S;S;
2014;24005410;A;ALTA;1;PÚBLICO;20;COLEGIO DE EDUCACION ESPECIAL;CEE;NUESTRA SEÑORA DEL SAGRADO CORAZÓN;CALLE;CALLE;EL PARQUE;1;;;;;;24;89;2;LEON;LEON;LEON;24005;987213898;987209050;;24005410@educa.jcyl.es;http://cpntrasradelsagradocorazon.centros.educa.jcyl.es;-5,56626;42,57892;N;N;N;S;S;S;
2014;47005577;A;ALTA;1;PÚBLICO;20;COLEGIO DE EDUCACION ESPECIAL;CEE;NÚMERO 1;CALLE;CALLE;JOAQUÍN VELASCO MARTÍN;17;;;;;;47;186;5;VALLADOLID;VALLADOLID;VALLADOLID;47014;983332794;983332794;;47005577@educa.jcyl.es;http://ceevalladolid1.centros.educa.jcyl.es;-4,74056;41,64499;N;S;N;N;S;S;
2014;05009741;A;ALTA;1;PÚBLICO;20;COLEGIO DE EDUCACION ESPECIAL;CEE;PRÍNCIPE DON JUAN;CALLE;CALLE;DE LA IGUALDAD;;S/N;;;;;5;19;3;AVILA;AVILA;AVILA;5003;920258194;920258194;;05009741@educa.jcyl.es;http://ceeprincipedonjuan.centros.educa.jcyl.es;-4,68265;40,64313;N;S;N;N;S;S;
2014;37005988;A;ALTA;1;PÚBLICO;20;COLEGIO DE EDUCACION ESPECIAL;CEE;REINA SOFÍA;AV.;AVENIDA;CARLOS I;64;;;;;;37;274;2;SALAMANCA;SALAMANCA;SALAMANCA;37008;923270890;923263238;;37005988@educa.jcyl.es;http://ceereinasofia.centros.educa.jcyl.es;-5,66592;40,94962;N;S;N;N;S;S;
2014;42003335;A;ALTA;1;PÚBLICO;20;COLEGIO DE EDUCACION ESPECIAL;CEE;SANTA ISABEL;CALLE;CALLE;PARAJE FUENTE DE LA TEJA, S/N;;;;;;;42;173;4;SORIA;SORIA;SORIA;42003;975227413;975220518;;42003335@educa.jcyl.es;http://cpsantaisabel.centros.educa.jcyl.es;-2,49012;41,73816;N;S;N;N;S;S;
2014;24000461;A;ALTA;1;PÚBLICO;20;COLEGIO DE EDUCACION ESPECIAL;CEE;SANTA MARÍA MADRE DE LA IGLESIA;CRA.;CARRETERA;DE SANABRIA;34;;;;;;24;8;1;LEON;ASTORGA;ASTORGA;24700;987617836;987617836;;24000461@educa.jcyl.es;http://cpeecosamai.centros.educa.jcyl.es;-6,06318;42,45253;N;N;N;N;S;S;
2014;49006691;A;ALTA;1;PÚBLICO;20;COLEGIO DE EDUCACION ESPECIAL;CEE;VIRGEN DEL CASTILLO;CRA.;CARRETERA;DE CABAÑALES;;S/N;;;;;49;275;2;ZAMORA;ZAMORA;ZAMORA;49027;980529088;980534216;;49006691@educa.jcyl.es;http://cpeevirgendelcastillo.centros.educa.jcyl.es;-5,74585;41,49296;N;S;N;S;S;S;
2014;40002881;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;AGAPITO MARAZUELA;CALLE;CALLE;PINTORES Y ESCULTORES COULLAUT VALERA;2;;;;;;40;181;2;SEGOVIA;REAL SITIO DE SAN ILDEFONSO;SAN ILDEFONSO O LA GRANJA;40100;921470302;921471008;;40002881@educa.jcyl.es;http://ceipagapitomarazuela.centros.educa.jcyl.es;-4,01138;40,90339;N;N;N;S;S;N;
2014;49006482;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ALEJANDRO CASONA;CALLE;CALLE;CABAÑALES;;S/N;;;;;49;275;2;ZAMORA;ZAMORA;ZAMORA;49001;980509049;980509049;;49006482@educa.jcyl.es;http://ceipalejandrocasona.centros.educa.jcyl.es;-5,74615;41,49341;N;N;N;S;S;S;
2014;09002388;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ALEJANDRO RODRÍGUEZ DE VALCÁRCEL;AV.;AVENIDA;VÍCTOR BARBADILLO;17;;;;;;9;113;1;BURGOS;COVARRUBIAS;COVARRUBIAS;9346;947406385;947406385;;09002388@educa.jcyl.es;;-3,51824;42,06029;N;N;N;N;S;S;
2014;09000975;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ALEJANDRO RODRÍGUEZ DE VALCÁRCEL;CALLE;CALLE;LAS ESCUELAS;;S/N;;;;;9;59;1;BURGOS;BURGOS;BURGOS;9007;947244763;947244763;;09000975@educa.jcyl.es;http://ceipvalcarcel.centros.educa.jcyl.es;-3,66903;42,35442;N;N;N;S;S;S;
2014;37005216;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ALFONSO X EL SABIO;AV.;AVENIDA;DE JUAN DE AUSTRIA;1;;;;;;37;274;2;SALAMANCA;SALAMANCA;SALAMANCA;37008;923261845;923261845;;37005216@educa.jcyl.es;http://ceipalfonsoxelsabio.centros.educa.jcyl.es;-5,66955;40,95272;N;N;N;S;S;N;
2014;05001316;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ALMANZOR;CALLE;CALLE;ESCUELAS;1;;;;;;5;47;1;AVILA;CANDELEDA;CANDELEDA;5480;920382180;920380688;;05001316@educa.jcyl.es;http://cpalmanzor.centros.educa.jcyl.es;-5,23889;40,15546;N;N;N;S;S;S;
2014;34002010;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ALONSO BERRUGUETE;CALLE;CALLE;EXTRAMUROS;;S/N;;;;;34;123;1;PALENCIA;PAREDES DE NAVA;PAREDES DE NAVA;34300;979830141;979830141;;34002010@educa.jcyl.es;http://ceip-alonsoberruguete.centros.educa.jcyl.es;-4,69234;42,14934;N;N;N;S;S;S;
2014;47006089;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ALONSO BERRUGUETE;CALLE;CALLE;CAMINO VIEJO DE SIMANCAS;21;;;;;;47;186;5;VALLADOLID;VALLADOLID;VALLADOLID;47008;983457350;983457348;;47006089@educa.jcyl.es;http://ceipalonsoberruguete.centros.educa.jcyl.es;-4,74883;41,62552;N;N;N;S;S;S;
2014;34001169;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ALONSO BERRUGUETE;CALLE;CALLE;ANCHA;;S/N;;;;;34;92;1;PALENCIA;LANTADILLA;LANTADILLA;34468;979152249;;;34001169@educa.jcyl.es;;-4,27207;42,79594;N;N;N;S;N;N;
2014;09008342;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ALTAMIRA;CALLE;CALLE;ALFONSO VI;62;;;;;;9;219;11;BURGOS;MIRANDA DE EBRO;MIRANDA DE EBRO;9200;947347338;947347338;;09008342@educa.jcyl.es;http://cpaltamira.centros.educa.jcyl.es;-2,94361;42,68554;N;N;N;S;N;N;
2014;47001122;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ÁLVAR FÁÑEZ;CALLE;CALLE;PALOMARES;32;;;;;;47;75;1;VALLADOLID;ISCAR;ISCAR;47420;983611232;983612666;;47001122@educa.jcyl.es;http://ceipalvarfanez.centros.educa.jcyl.es;-4,53138;41,35974;N;N;N;S;S;N;
2014;37006452;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ÁLVAREZ MORATO;AV.;AVENIDA;DE LA SIERRA DE FRANCIA;58;;;;;;37;300;1;SALAMANCA;SANTOS (LOS);SANTOS (LOS);37768;923592167;923592167;;37006452@educa.jcyl.es;http://ceipalvarezmorato.centros.educa.jcyl.es;-5,80267;40,54208;N;N;N;S;N;N;
2014;47011449;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ANA DE AUSTRIA;AV.;AVENIDA;DE LOS CORTIJOS;2;;;;;;47;50;1;VALLADOLID;CIGALES;CIGALES;47270;983580326;983580745;;47011449@educa.jcyl.es;http://ceipanadeaustria.centros.educa.jcyl.es;-4,69603;41,7575;N;N;N;S;S;S;
2014;34000189;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ANACLETO OREJÓN;CALLE;CALLE;ARCO DE SAN MARTÍN;1;;;;;;34;17;1;PALENCIA;ASTUDILLO;ASTUDILLO;34450;979822204;979822204;;34000189@educa.jcyl.es;http://www.colegiodeastudillo.com;-4,29621;42,19012;N;N;N;S;S;S;
2014;09008226;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ANDUVA;CALLE;CALLE;SAN AGUSTÍN;43;;;;;;9;219;11;BURGOS;MIRANDA DE EBRO;MIRANDA DE EBRO;9200;947312669;947316259;;09008226@educa.jcyl.es;http://ceipanduva.centros.educa.jcyl.es;-2,94226;42,68179;N;N;N;S;S;N;
2014;24016331;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ANEJAS;CALLE;CALLE;LEÓN XIII;;S/N;;;;;24;89;2;LEON;LEON;LEON;24008;987226240;987226240;;24016331@educa.jcyl.es;http://cpanejas.centros.educa.jcyl.es;-5,57594;42,60565;N;N;N;S;S;S;
2014;34000256;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ÁNGEL ABIA;CALLE;CALLE;TOMÁS Y VALIENTE;4;;;;;;34;23;3;PALENCIA;VENTA DE BAÑOS;VENTA DE BAÑOS;34200;979773070;979773070;;34000256@educa.jcyl.es;http://ceipangelabia.centros.educa.jcyl.es;-4,48799;41,91698;N;N;N;S;S;N;
2014;24000451;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ÁNGEL GONZÁLEZ ÁLVAREZ;CALLE;CALLE;DOCTOR REDONDO FLOREZ;1;;;;;;24;8;1;LEON;ASTORGA;ASTORGA;24700;987615116;987615116;;24000451@educa.jcyl.es;http://cpangelgonzalezalvarez.centros.educa.jcyl.es;-6,05667;42,46014;N;N;N;S;S;S;
2014;47003519;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ANTONIO ALLÚE MORER;CALLE;CALLE;SARGENTO PROVISIONAL;10;;;;;;47;186;5;VALLADOLID;VALLADOLID;VALLADOLID;47013;983231030;983228462;;47003519@educa.jcyl.es;http://ceipalluemorer.centros.educa.jcyl.es;-4,72466;41,63131;N;N;N;S;S;N;
2014;24016274;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ANTONIO DE VALBUENA;CALLE;CALLE;CEA;;S/N;;;;;24;89;2;LEON;LEON;LEON;24010;987238027;987222867;;24016274@educa.jcyl.es;http://cpantoniovalbuena.centros.educa.jcyl.es;-5,59224;42,60393;N;N;N;S;S;S;
2014;47006624;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ANTONIO GARCÍA QUINTANA;PZ.;PLAZA;ESPAÑA;7;;;;;;47;186;5;VALLADOLID;VALLADOLID;VALLADOLID;47001;983300273;983297474;;47006624@educa.jcyl.es;http://ceipgarciaquintana.centros.educa.jcyl.es;-4,72495;41,64905;N;N;N;S;S;S;
2014;24005896;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ANTONIO GONZÁLEZ DE LAMA;CALLE;CALLE;JUAN XXIII;2;;;;;;24;89;2;LEON;LEON;LEON;24006;987255736;987205898;;24005896@educa.jcyl.es;http://ceipantoniogonzalezdelama.centros.educa.jcyl.es;-5,5639;42,59632;N;N;N;S;S;N;
2014;24002901;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ANTONIO JUSTEL;CALLE;CALLE;LAS ESCUELAS;;S/N;;;;;24;47;1;LEON;CASTROCONTRIGO;CASTROCONTRIGO;24735;987660214;987660214;;24002901@educa.jcyl.es;http://ceipantoniojustel.centros.educa.jcyl.es;-6,26952;42,24534;N;N;N;S;S;S;
2014;47005887;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ANTONIO MACHADO;CALLE;CALLE;LA PILARICA;59;;;;;;47;186;5;VALLADOLID;VALLADOLID;VALLADOLID;47011;983202461;983202461;;47005887@educa.jcyl.es;http://ceipantoniomachado.centros.educa.jcyl.es;-4,70463;41,65311;N;N;N;S;S;N;
2014;09007805;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ANTONIO MACHADO;CALLE;CALLE;DE SORIA;;S/N;;;;;9;59;1;BURGOS;BURGOS;BURGOS;9004;947228307;947210549;;09007805@educa.jcyl.es;http://cpantoniomachado.centros.educa.jcyl.es;-3,69039;42,34653;N;N;N;N;S;S;
2014;40001141;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ARCIPRESTE DE HITA;AV.;AVENIDA;DE CASTILLA Y LEÓN;41;;;;;;40;76;2;SEGOVIA;ESPINAR (EL);ESPINAR (EL);40400;921181519;921181519;;40001141@educa.jcyl.es;http://ceiparciprestedehita.centros.educa.jcyl.es;-4,24176;40,72026;N;N;N;S;S;S;
2014;49005489;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ARIAS GONZALO;CALLE;CALLE;PABLO MORILLO;1;;;;;;49;275;2;ZAMORA;ZAMORA;ZAMORA;49013;980557225;980557224;;49005489@educa.jcyl.es;http://cpariasgonzalo.centros.educa.jcyl.es;-5,742;41,50787;N;N;N;S;N;N;
2014;37002082;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ARRABAL DEL PUENTE;CALLE;CALLE;ERAS DEL PUENTE;11;;;;;;37;107;3;SALAMANCA;CIUDAD RODRIGO;CIUDAD RODRIGO;37500;923463007;923463007;;37002082@educa.jcyl.es;;-6,53707;40,59145;N;N;N;S;N;N;
2014;47002369;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ARROYO;CALLE;CALLE;MEDINA;8;;;;;;47;145;1;VALLADOLID;SAN MIGUEL DEL ARROYO;SAN MIGUEL DEL ARROYO;47164;983697026;983697026;;47002369@educa.jcyl.es;http://cparroyo.centros.educa.jcyl.es;-4,46073;41,44402;N;N;N;S;N;N;
2014;05000671;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ARTURO DUPERIER;AV.;AVENIDA;DE LA JUVENTUD;10;;;;;;5;19;3;AVILA;AVILA;AVILA;5003;920229511;920229511;;05000671@educa.jcyl.es;http://ceiparturoduperier.centros.educa.jcyl.es;-4,68705;40,6481;N;N;N;S;S;N;
2014;40002431;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ATALAYA;CALLE;CALLE;LA ESCUELA VIEJA;;S/N;;;;;40;155;1;SEGOVIA;PALAZUELOS DE ERESMA;PALAZUELOS DE ERESMA;40194;921449824;921448900;;40002431@educa.jcyl.es;http://ceipatalaya.centros.educa.jcyl.es;-4,0631;40,93323;N;N;N;S;S;N;
2014;34001728;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;AVE MARÍA;PS.;PASEO;DEL OTERO;15;;;;;;34;120;1;PALENCIA;PALENCIA;PALENCIA;34003;979742956;979742956;;34001728@educa.jcyl.es;http://ceipavemaria.centros.educa.jcyl.es;-4,53379;42,01774;N;N;N;S;S;N;
2014;37005231;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;BEATRIZ GALINDO;CALLE;CALLE;TRANSPORTISTAS;4;;;;;;37;274;2;SALAMANCA;SALAMANCA;SALAMANCA;37006;923227154;923227154;;37005231@educa.jcyl.es;http://ceipbeatrizgalindo.centros.educa.jcyl.es;-5,66745;40,97435;N;N;N;S;N;N;
2014;24010958;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;BENITO LEÓN;CALLE;CALLE;POLIDEPORTIVO;2;;;;;;24;157;1;LEON;SANTA MARIA DEL PARAMO;SANTA MARIA DEL PARAMO;24240;987350455;987350455;;24010958@educa.jcyl.es;http://cpbenitoleon.centros.educa.jcyl.es;-5,75239;42,35533;N;N;N;S;S;S;
2014;24013224;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;BERNARDINO PÉREZ;CRA.;CARRETERA;DE VALDERAS;15;;;;;;24;188;2;LEON;VALENCIA DE DON JUAN;VALENCIA DE DON JUAN;24200;987750367;987750367;;24013224@educa.jcyl.es;http://ceipbernardinoperez.centros.educa.jcyl.es;-5,51466;42,28817;N;N;N;S;S;S;
2014;24000503;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;BLANCO DE CELA;PZ.;PLAZA;MAGISTERIO;4;;;;;;24;8;1;LEON;ASTORGA;ASTORGA;24700;987615953;987615953;;24000503@educa.jcyl.es;http://ceipblancodecela.centros.educa.jcyl.es;-6,05941;42,45611;N;N;N;S;S;S;
