INCIDENTID,TYPE,DESCRIPTION,DATE,DISTRICT,STATE,ADDRESS,asWKT
146197799,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",2014-12-29,BAYVIEW,NONE,BLANKEN AV / GILLETTE AV,POINT(37.710995308161 -122.396482054254)
140757802,SUSPICIOUS_OCC,SUSPICIOUS OCCURRENCE,2014-12-29,MISSION,NONE,1000.0 Block of POTRERO AV,POINT(37.7568256145719 -122.406656623063)
140662405,ASSAULT,BATTERY,2014-12-29,SOUTHERN,COMPLAINANT REFUSES TO PROSECUTE,100.0 Block of 6TH ST,POINT(37.7808558853331 -122.408626028337)
140817036,OTHER_OFFENSES,POSSESSION OF BURGLARY TOOLS,2014-12-29,MISSION,"ARREST, BOOKED",2000.0 Block of MISSION ST,POINT(37.7639057653745 -122.419519291984)
140680162,LARCENY_THEFT,PETTY THEFT SHOPLIFTING,2014-12-29,SOUTHERN,"ARREST, BOOKED",700.0 Block of MISSION ST,POINT(37.7846237669087 -122.403890223654)
140821645,SUSPICIOUS_OCC,SUSPICIOUS OCCURRENCE,2014-12-29,BAYVIEW,NONE,CORTLAND AV / BAY SHORE BL,POINT(37.7395669609406 -122.406979507963)
140664796,OTHER_OFFENSES,TRAFFIC VIOLATION,2014-12-29,MISSION,"ARREST, CITED",23RD ST / CAPP ST,POINT(37.7539026122164 -122.417508586687)
140812462,DRUG_NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,2014-12-29,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(37.7752316978411 -122.403742962696)
140743613,ARSON,ARSON,2014-12-29,PARK,NONE,CLAYTON ST / TWINPEAKS BL,POINT(37.7610072307552 -122.446434498728)
140741184,NON_CRIMINAL,AIDED CASE,2014-12-29,TENDERLOIN,NONE,200.0 Block of JONES ST,POINT(37.7830494562119 -122.412465977545)
140810676,LARCENY_THEFT,PETTY THEFT FROM LOCKED AUTO,2014-12-29,CENTRAL,NONE,SUTTER ST / STOCKTON ST,POINT(37.7894347630337 -122.406958660602)
146179838,LARCENY_THEFT,GRAND THEFT FROM UNLOCKED AUTO,2014-12-29,PARK,NONE,HAYES ST / STANYAN ST,POINT(37.7728951613702 -122.454286690265)
140741015,LARCENY_THEFT,PETTY THEFT OF PROPERTY,2014-12-29,NORTHERN,NONE,GEARY BL / STEINER ST,POINT(37.7841504916183 -122.4345637373)
140772725,ASSAULT,CHILD ABUSE (PHYSICAL),2014-12-29,CENTRAL,NONE,400.0 Block of BAY ST,POINT(37.8054746066172 -122.414501928254)
140789560,LARCENY_THEFT,PETTY THEFT FROM LOCKED AUTO,2014-12-29,NORTHERN,NONE,BUSH ST / WEBSTER ST,POINT(37.7872308879586 -122.431816136158)
140679422,OTHER_OFFENSES,TRAFFIC VIOLATION ARREST,2014-12-29,TENDERLOIN,"ARREST, BOOKED",400.0 Block of JONES ST,POINT(37.7854113108876 -122.412937598297)
140710797,OTHER_OFFENSES,PROBATION VIOLATION,2014-12-29,CENTRAL,"ARREST, BOOKED",1200.0 Block of GRANT AV,POINT(37.7982298576472 -122.407058499788)
140695337,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",2014-12-29,SOUTHERN,NONE,0.0 Block of BRYANT ST,POINT(37.7870569660287 -122.388314992865)
140739327,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",2014-12-29,TARAVAL,NONE,14TH AV / MORAGA ST,POINT(37.7563445000784 -122.470967156063)
140649572,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",2014-12-29,SOUTHERN,NONE,600.0 Block of MARKET ST,POINT(37.7882595765474 -122.402711292528)
140691761,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",2014-12-29,MISSION,NONE,16TH ST / POTRERO AV,POINT(37.7657827544572 -122.407538332319)
140685623,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",2014-12-29,SOUTHERN,"ARREST, BOOKED",1100.0 Block of MARKET ST,POINT(37.7804430348854 -122.412499579078)
140770666,MISSING_PERSON,FOUND PERSON,2014-12-29,BAYVIEW,LOCATED,1600.0 Block of WALLACE AV,POINT(37.727516075789 -122.391415328578)
140810717,SUSPICIOUS_OCC,SUSPICIOUS OCCURRENCE,2014-12-29,TARAVAL,NONE,0.0 Block of WESTGATE DR,POINT(37.7278360947187 -122.466046597224)
140755759,VEHICLE_THEFT,STOLEN AUTOMOBILE,2014-12-29,INGLESIDE,NONE,SANTAROSA AV / CAYUGA AV,POINT(37.7271697165524 -122.436805296384)
140777800,OTHER_OFFENSES,TRAFFIC VIOLATION,2014-12-29,INGLESIDE,NONE,MISSION ST / POPE ST,POINT(37.7154294159173 -122.441800386053)
140822966,VEHICLE_THEFT,ATTEMPTED STOLEN VEHICLE,2014-12-29,SOUTHERN,NONE,0.0 Block of NORFOLK ST,POINT(37.7711521085213 -122.413849036847)
146172111,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,BAYVIEW,NONE,400.0 Block of BAY SHORE BL,POINT(37.7393801941947 -122.40685393993)
140789902,LARCENY_THEFT,GRAND THEFT FROM A BUILDING,2014-12-29,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(37.7752316978411 -122.403742962696)
140800843,ROBBERY,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",2014-12-29,BAYVIEW,NONE,SAN BRUNO AV / THORNTON AV,POINT(37.7303190833479 -122.404708560341)
140694862,MISSING_PERSON,FOUND PERSON,2014-12-29,TARAVAL,LOCATED,0.0 Block of DEMONTFORT AV,POINT(37.7237645335994 -122.458621009767)
140752896,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",2014-12-29,NORTHERN,NONE,WEBSTER ST / SUTTER ST,POINT(37.7863039907462 -122.431553200196)
140717577,SUSPICIOUS_OCC,SUSPICIOUS OCCURRENCE,2014-12-29,TARAVAL,NONE,1500.0 Block of 42ND AV,POINT(37.7591830221737 -122.479997898658)
140720962,LARCENY_THEFT,PETTY THEFT FROM A BUILDING,2014-12-29,PARK,NONE,1700.0 Block of MCALLISTER ST,POINT(37.7775101678379 -122.440877559276)
140776620,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",2014-12-29,NORTHERN,NONE,2000.0 Block of UNION ST,POINT(37.7973009314866 -122.433559493281)
140661792,MISSING_PERSON,FOUND PERSON,2014-12-29,SOUTHERN,LOCATED,900.0 Block of MARKET ST,POINT(37.7844188617158 -122.407583334883)
140749279,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",2014-12-29,BAYVIEW,NONE,0.0 Block of OSCEOLA LN,POINT(37.7317541350878 -122.383275781605)
140648712,DRUG_NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,2014-12-29,MISSION,"ARREST, BOOKED",2700.0 Block of 16TH ST,POINT(37.7652952161754 -122.415097151349)
140771551,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",2014-12-29,BAYVIEW,COMPLAINANT REFUSES TO PROSECUTE,2300.0 Block of JERROLD AV,POINT(37.7477544438838 -122.403513419316)
140819753,ASSAULT,BATTERY,2014-12-29,CENTRAL,"ARREST, BOOKED",500.0 Block of SUTTER ST,POINT(37.7891385853223 -122.409007425897)
146161772,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,BAYVIEW,NONE,KEITH ST / FAIRFAX AV,POINT(37.7381241838462 -122.381560759474)
140664144,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,PARK,NONE,2600.0 Block of GEARY BL,POINT(37.7823643134787 -122.447204009307)
140745528,NON_CRIMINAL,FOUND PROPERTY,2014-12-29,RICHMOND,NONE,GEARY BL / 7TH AV,POINT(37.7809630027727 -122.465352649881)
140687710,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,2014-12-29,CENTRAL,"ARREST, BOOKED",400.0 Block of BROADWAY ST,POINT(37.7981218172448 -122.404925668963)
146199400,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,NORTHERN,NONE,GOLDEN GATE AV / GOUGH ST,POINT(37.7806111466855 -122.423732220508)
140783835,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",2014-12-29,MISSION,NONE,2300.0 Block of MISSION ST,POINT(37.7594202783469 -122.419086909623)
146164005,LARCENY_THEFT,PETTY THEFT OF PROPERTY,2014-12-29,CENTRAL,NONE,THE EMBARCADERONORTH ST / GREEN ST,POINT(37.8007809996334 -122.398861971113)
140788415,OTHER_OFFENSES,TRAFFIC VIOLATION ARREST,2014-12-29,MISSION,"ARREST, BOOKED",CAPP ST / 20TH ST,POINT(37.7586968166786 -122.41796448376)
140707813,ASSAULT,BATTERY,2014-12-29,CENTRAL,NONE,900.0 Block of MASON ST,POINT(37.7923221472574 -122.410876077462)
146157931,LARCENY_THEFT,PETTY THEFT OF PROPERTY,2014-12-29,SOUTHERN,NONE,100.0 Block of TOWNSEND ST,POINT(37.7794961892381 -122.391741742961)
146168483,LARCENY_THEFT,PETTY THEFT OF PROPERTY,2014-12-29,NORTHERN,NONE,400.0 Block of DUBOCE AV,POINT(37.7693197418554 -122.430852472141)
146185067,LARCENY_THEFT,GRAND THEFT FROM UNLOCKED AUTO,2014-12-29,PARK,NONE,IRVING ST / 5TH AV,POINT(37.7642235224183 -122.462030867907)
140764976,OTHER_OFFENSES,TRAFFIC VIOLATION ARREST,2014-12-29,TARAVAL,"ARREST, BOOKED",200.0 Block of STCHARLES AV,POINT(37.7099130855206 -122.469238092022)
140637680,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,BAYVIEW,"ARREST, CITED",3RD ST / GALVEZ AV,POINT(37.7411092864876 -122.38847839624)
140682754,LARCENY_THEFT,GRAND THEFT SHOPLIFTING,2014-12-29,TARAVAL,NONE,3200.0 Block of 20TH AV,POINT(37.7290910125835 -122.476011600296)
140742869,NON_CRIMINAL,COURTESY REPORT,2014-12-29,CENTRAL,NONE,200.0 Block of SANSOME ST,POINT(37.792117513082 -122.400979705136)
140768586,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,BAYVIEW,NONE,1200.0 Block of CAROLINA ST,POINT(37.7527046638181 -122.39854722319)
146156165,LARCENY_THEFT,PETTY THEFT OF PROPERTY,2014-12-29,TENDERLOIN,NONE,300.0 Block of OFARRELL ST,POINT(37.7861020865471 -122.410225059558)
140666322,LARCENY_THEFT,PETTY THEFT FROM LOCKED AUTO,2014-12-29,INGLESIDE,NONE,RUSSIA AV / MISSION ST,POINT(37.7215739965408 -122.437150548382)
140746946,MISSING_PERSON,FOUND PERSON,2014-12-29,TARAVAL,NONE,0.0 Block of LOMITA AV,POINT(37.7583326311275 -122.472794012016)
146171204,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,BAYVIEW,NONE,3RD ST / QUESADA AV,POINT(37.7332252033101 -122.391245623019)
146199870,NON_CRIMINAL,LOST PROPERTY,2014-12-29,SOUTHERN,NONE,FOLSOM ST / BEALE ST,POINT(37.7886861744731 -122.392727331074)
140746899,DISORDERLY_CONDUCT,COMMITTING PUBLIC NUISANCE,2014-12-29,PARK,NONE,17TH ST / MARKET ST,POINT(37.7626702771169 -122.435187699349)
140660142,ROBBERY,"ROBBERY, BODILY FORCE",2014-12-29,NORTHERN,NONE,POLK ST / MCALLISTER ST,POINT(37.7802607511488 -122.418600974625)
146159062,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,NORTHERN,NONE,3200.0 Block of PIERCE ST,POINT(37.7999464059302 -122.439400562741)
140641443,BURGLARY,"BURGLARY OF STORE, ATTEMPTED FORCIBLE ENTRY",2014-12-29,CENTRAL,NONE,1400.0 Block of POWELL ST,POINT(37.7975218828193 -122.410329178166)
140712094,KIDNAPPING,FALSE IMPRISONMENT,2014-12-29,CENTRAL,NONE,900.0 Block of CLAY ST,POINT(37.794144799931 -122.408104876343)
140728007,OTHER_OFFENSES,VIOLATION OF MUNICIPAL CODE,2014-12-29,SOUTHERN,"ARREST, BOOKED",0.0 Block of BRYANT ST,POINT(37.787067872686 -122.388005764471)
146167645,LARCENY_THEFT,PETTY THEFT OF PROPERTY,2014-12-29,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(37.7752316978411 -122.403742962696)
140646681,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,TENDERLOIN,"ARREST, CITED",HYDE ST / GOLDEN GATE AV,POINT(37.7816542806372 -122.415508242782)
140754949,NON_CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",2014-12-29,CENTRAL,NONE,800.0 Block of POST ST,POINT(37.7873674450383 -122.415405854339)
140665045,NON_CRIMINAL,"AIDED CASE, DOG BITE",2014-12-29,TENDERLOIN,NONE,100.0 Block of TAYLOR ST,POINT(37.7833988600605 -122.410763183048)
146192197,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,CENTRAL,NONE,VANNESS AV / NORTHPOINT ST,POINT(37.8050769933545 -122.425300930134)
140642479,OTHER_OFFENSES,TRAFFIC VIOLATION ARREST,2014-12-29,SOUTHERN,"ARREST, CITED",HARRISON ST / ESSEX ST,POINT(37.7851507769577 -122.394104744923)
140664279,LARCENY_THEFT,GRAND THEFT FROM A BUILDING,2014-12-29,SOUTHERN,NONE,0.0 Block of 12TH ST,POINT(37.7739579987436 -122.419807743904)
140748152,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,2014-12-29,SOUTHERN,"ARREST, BOOKED",0.0 Block of UNITEDNATIONS PZ,POINT(37.7798171172036 -122.414965642852)
140812804,LARCENY_THEFT,PETTY THEFT FROM A BUILDING,2014-12-29,NORTHERN,NONE,1600.0 Block of BEACH ST,POINT(37.8045729431737 -122.435916648111)
140755953,ASSAULT,BATTERY,2014-12-29,TARAVAL,"ARREST, CITED",100.0 Block of BRIGHTON AV,POINT(37.7216553573304 -122.454987309646)
146186247,LARCENY_THEFT,GRAND THEFT FROM UNLOCKED AUTO,2014-12-29,PARK,NONE,SCOTT ST / TURK ST,POINT(37.7798680004209 -122.437075560735)
140821413,LARCENY_THEFT,PETTY THEFT FROM A BUILDING,2014-12-29,NORTHERN,NONE,900.0 Block of FRANKLIN ST,POINT(37.7830830113458 -122.422588170937)
146200574,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,NORTHERN,NONE,2500.0 Block of VANNESS AV,POINT(37.7988195268269 -122.424082209186)
140699624,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",2014-12-29,NORTHERN,NONE,FELL ST / LAGUNA ST,POINT(37.7755241181956 -122.426071405986)
140767130,WARRANTS,WARRANT ARREST,2014-12-29,MISSION,"ARREST, BOOKED",1700.0 Block of HARRISON ST,POINT(37.7692198887819 -122.413349606369)
146189558,LARCENY_THEFT,GRAND THEFT FROM UNLOCKED AUTO,2014-12-29,BAYVIEW,NONE,MANSELL ST / GIRARD ST,POINT(37.7212777870883 -122.402059610434)
140742881,MISSING_PERSON,MISSING ADULT,2014-12-29,MISSION,NONE,600.0 Block of VALENCIA ST,POINT(37.7629080944919 -122.421737705281)
140745772,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",2014-12-29,CENTRAL,"ARREST, BOOKED",200.0 Block of POST ST,POINT(37.7886851628813 -122.405559943689)
140789297,OTHER_OFFENSES,OPERATING TAXI WITHOUT A PERMIT,2014-12-29,CENTRAL,"ARREST, CITED",POWELL ST / JEFFERSON ST,POINT(37.8086250595764 -122.412527239682)
140742198,OTHER_OFFENSES,VIOLATION OF MUNICIPAL CODE,2014-12-29,PARK,"ARREST, CITED",SHRADER ST / PAGE ST,POINT(37.7703115447446 -122.452055909383)
140802394,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,2014-12-29,TENDERLOIN,"ARREST, BOOKED",300.0 Block of EDDY ST,POINT(37.7836927561655 -122.414222123471)
140734634,MISSING_PERSON,MISSING JUVENILE,2014-12-29,INGLESIDE,NONE,100.0 Block of PERSIA AV,POINT(37.7227377050016 -122.434881800612)
140774420,VEHICLE_THEFT,STOLEN TRUCK,2014-12-29,NORTHERN,NONE,MCALLISTER ST / GOUGH ST,POINT(37.7796720055776 -122.423545232042)
140769023,ASSAULT,THREATS AGAINST LIFE,2014-12-29,CENTRAL,NONE,800.0 Block of PACIFIC AV,POINT(37.7966545616111 -122.409076942167)
140853858,LARCENY_THEFT,GRAND THEFT FROM A BUILDING,2014-12-29,NORTHERN,NONE,3400.0 Block of SCOTT ST,POINT(37.8024035536193 -122.441592402858)
140759381,WARRANTS,WARRANT ARREST,2014-12-29,TENDERLOIN,"ARREST, BOOKED",100.0 Block of EDDY ST,POINT(37.7840416951369 -122.410852677597)
146159664,LARCENY_THEFT,PETTY THEFT OF PROPERTY,2014-12-29,PARK,NONE,1000.0 Block of MASONIC AV,POINT(37.7718386421191 -122.445713813651)
140809663,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,SOUTHERN,"ARREST, CITED",HOWARD ST / 7TH ST,POINT(37.7779765038296 -122.409391574893)
140662198,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",2014-12-29,SOUTHERN,NONE,11TH ST / FOLSOM ST,POINT(37.7718636177451 -122.41402726269)
140652268,OTHER_OFFENSES,INDECENT EXPOSURE,2014-12-29,MISSION,NONE,1000.0 Block of SOUTH VAN NESS AV,POINT(37.7563502625063 -122.416685572889)
140682168,NON_CRIMINAL,FIRE REPORT,2014-12-29,TENDERLOIN,NONE,700.0 Block of OFARRELL ST,POINT(37.7853021395789 -122.417105490186)
140727689,MISSING_PERSON,FOUND PERSON,2014-12-29,MISSION,PSYCHOPATHIC CASE,2900.0 Block of 18TH ST,POINT(37.7650775701016 -122.418679669233)
140872121,SUSPICIOUS_OCC,SUSPICIOUS OCCURRENCE,2014-12-29,PARK,NONE,2000.0 Block of FELL ST,POINT(37.7724609737876 -122.450951385886)
140777270,ASSAULT,THREATS AGAINST LIFE,2014-12-29,PARK,NONE,1900.0 Block of OAK ST,POINT(37.7712447669661 -122.451885939955)
146180738,LARCENY_THEFT,GRAND THEFT FROM UNLOCKED AUTO,2014-12-29,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / HOWARD ST,POINT(37.7925182655402 -122.391004273278)
140678468,NON_CRIMINAL,"AIDED CASE, MENTAL DISTURBED",2014-12-29,TARAVAL,NONE,0.0 Block of JOSEPHA AV,POINT(37.7173280131824 -122.477848374062)
140693234,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",2014-12-29,SOUTHERN,"ARREST, BOOKED",800.0 Block of BRYANT ST,POINT(37.7752316978411 -122.403742962696)
140746372,LARCENY_THEFT,PETTY THEFT FROM LOCKED AUTO,2014-12-29,NORTHERN,NONE,1500.0 Block of LAGUNA ST,POINT(37.7849706369084 -122.427951848895)
140712925,DRUG_NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,2014-12-29,RICHMOND,"ARREST, BOOKED",3500.0 Block of CALIFORNIA ST,POINT(37.7863942933925 -122.453310149523)
140659850,ROBBERY,ATTEMPTED ROBBERY CHAIN STORE WITH BODILY FORCE,2014-12-29,CENTRAL,"ARREST, BOOKED",100.0 Block of POST ST,POINT(37.7887441189173 -122.405094897158)
146156488,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,PARK,NONE,SCOTT ST / EDDY ST,POINT(37.7808016285351 -122.437262577518)
140678214,LARCENY_THEFT,PETTY THEFT FROM LOCKED AUTO,2014-12-29,INGLESIDE,NONE,0.0 Block of STONEYFORD AV,POINT(37.7312901611689 -122.420903541066)
140806318,ASSAULT,BATTERY,2014-12-29,TENDERLOIN,NONE,400.0 Block of TURK ST,POINT(37.7824314548693 -122.416638718715)
140648643,NON_CRIMINAL,"AIDED CASE, MENTAL DISTURBED",2014-12-29,TENDERLOIN,PSYCHOPATHIC CASE,MASON ST / OFARRELL ST,POINT(37.7862042105592 -122.409686191837)
140644469,NON_CRIMINAL,LOST PROPERTY,2014-12-29,INGLESIDE,NONE,500.0 Block of NAPLES ST,POINT(37.7207162961976 -122.431471633209)
140738006,VEHICLE_THEFT,STOLEN TRUCK,2014-12-29,INGLESIDE,NONE,200.0 Block of TRUMBULL ST,POINT(37.73086822235 -122.425544067616)
140787291,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,TARAVAL,"ARREST, CITED",SLOAT BL / 19TH AV,POINT(37.7346237083866 -122.475102006298)
140813755,OTHER_OFFENSES,MISCELLANEOUS INVESTIGATION,2014-12-29,INGLESIDE,NONE,100.0 Block of PARK ST,POINT(37.7367942270416 -122.423550237905)
140821667,MISSING_PERSON,MISSING ADULT,2014-12-29,TENDERLOIN,NONE,100.0 Block of HYDE ST,POINT(37.7819212361641 -122.415604499444)
140744724,NON_CRIMINAL,LOST PROPERTY,2014-12-29,TARAVAL,NONE,2700.0 Block of 42ND AV,POINT(37.7361105837318 -122.499790249912)
140760407,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,2014-12-29,MISSION,"ARREST, BOOKED",3100.0 Block of 26TH ST,POINT(37.7493251282656 -122.412864540286)
140687340,DRIVING_UNDER_THE_INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,2014-12-29,RICHMOND,"ARREST, BOOKED",400.0 Block of CLEMENT ST,POINT(37.7800716675868 -122.404785706329)
140777264,ASSAULT,THREATS AGAINST LIFE,2014-12-29,BAYVIEW,NONE,0.0 Block of OSCEOLA LN,POINT(37.7321154451068 -122.383747145919)
140639103,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",2014-12-29,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(37.7751775060495 -122.403675173997)
140793812,OTHER_OFFENSES,RESISTING ARREST,2014-12-29,TENDERLOIN,"ARREST, CITED",400.0 Block of OFARRELL ST,POINT(37.7857737103295 -122.412818562595)
140697888,MISSING_PERSON,MISSING ADULT,2014-12-29,CENTRAL,LOCATED,900.0 Block of COLUMBUS AV,POINT(37.8027730365469 -122.41372059074)
140762384,OTHER_OFFENSES,RESISTING ARREST,2014-12-29,BAYVIEW,"ARREST, CITED",CESAR CHAVEZ ST / VERMONT ST,POINT(37.7494783929421 -122.402868034981)
140693074,NON_CRIMINAL,"AIDED CASE, MENTAL DISTURBED",2014-12-29,SOUTHERN,PSYCHOPATHIC CASE,800.0 Block of MARKET ST,POINT(37.7850491022993 -122.406659517434)
140794268,NON_CRIMINAL,"AIDED CASE, DOG BITE",2014-12-29,TARAVAL,"ARREST, CITED",1500.0 Block of SLOAT BL,POINT(37.734053338941 -122.489619674965)
140647491,ASSAULT,THREATS AGAINST LIFE,2014-12-29,MISSION,NONE,3300.0 Block of 23RD ST,POINT(37.7536684843471 -122.419574845144)
146170557,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,NORTHERN,NONE,BAKER ST / MARINA BL,POINT(37.8051582628889 -122.447287356643)
140678634,LARCENY_THEFT,GRAND THEFT FROM A BUILDING,2014-12-29,NORTHERN,NONE,2100.0 Block of LOMBARD ST,POINT(37.7996856020102 -122.437549236571)
146160815,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,NORTHERN,NONE,GOLDEN GATE AV / GOUGH ST,POINT(37.7806111466855 -122.423732220508)
140734145,ASSAULT,BATTERY,2014-12-29,MISSION,"ARREST, CITED",1000.0 Block of POTRERO AV,POINT(37.7568256145719 -122.406656623063)
140693080,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",2014-12-29,CENTRAL,NONE,0.0 Block of KEARNY ST,POINT(37.788740914755 -122.403594212714)
140741269,ASSAULT,THREATS AGAINST LIFE,2014-12-29,NORTHERN,NONE,1300.0 Block of GOLDEN GATE AV,POINT(37.7793322332203 -122.433500942683)
140766041,SUSPICIOUS_OCC,SUSPICIOUS OCCURRENCE,2014-12-29,INGLESIDE,NONE,400.0 Block of RAYMOND AV,POINT(37.7147151701577 -122.412466492404)
140719959,DRUG_NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,2014-12-29,TENDERLOIN,"ARREST, BOOKED",300.0 Block of ELLIS ST,POINT(37.7850007113177 -122.411985603056)
140672614,DRUG_NARCOTIC,MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED,2014-12-29,NORTHERN,"ARREST, BOOKED",500.0 Block of LARKIN ST,POINT(37.7829147969249 -122.417407067161)
140696012,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,2014-12-29,INGLESIDE,NONE,3800.0 Block of MISSION ST,POINT(37.7357196948573 -122.424439972974)
140684926,ROBBERY,"ROBBERY, BODILY FORCE",2014-12-29,TENDERLOIN,"ARREST, BOOKED",OFARRELL ST / LEAVENWORTH ST,POINT(37.7855830588767 -122.414619686906)
140653426,OTHER_OFFENSES,MISCELLANEOUS INVESTIGATION,2014-12-29,MISSION,NONE,200.0 Block of 13TH ST,POINT(37.7716975465962 -122.416755532165)
140658852,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",2014-12-29,MISSION,NONE,17TH ST / ALABAMA ST,POINT(37.7641921009628 -122.412296739398)
146185631,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,INGLESIDE,NONE,3200.0 Block of SAN BRUNO AV,POINT(37.7205745163719 -122.400829879794)
140806142,DRUG_NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,2014-12-29,CENTRAL,"ARREST, BOOKED",1300.0 Block of STOCKTON ST,POINT(37.7980573504946 -122.408665533952)
140758004,NON_CRIMINAL,"AIDED CASE, MENTAL DISTURBED",2014-12-29,INGLESIDE,PSYCHOPATHIC CASE,0.0 Block of FRANCIS ST,POINT(37.7274265768804 -122.435029031916)
140793157,WARRANTS,WARRANT ARREST,2014-12-29,CENTRAL,"ARREST, BOOKED",0.0 Block of MONTGOMERY ST,POINT(37.788737168443 -122.402114180384)
146158064,LARCENY_THEFT,GRAND THEFT FROM LOCKED AUTO,2014-12-29,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / BRYANT ST,POINT(37.7871027247862 -122.388007401911)
140818448,OTHER_OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",2014-12-29,MISSION,"ARREST, CITED",16TH ST / MISSION ST,POINT(37.7650501214965 -122.419671780296)
140754096,VEHICLE_THEFT,STOLEN TRUCK,2014-12-29,SOUTHERN,NONE,500.0 Block of MINNA ST,POINT(37.7802275462716 -122.408496672114)
140819929,OTHER_OFFENSES,POSSESSION OF BURGLARY TOOLS,2014-12-29,NORTHERN,"ARREST, BOOKED",700.0 Block of POLK ST,POINT(37.7836482588666 -122.419333469777)
140776711,TRESPASS,TRESPASSING,2014-12-29,TARAVAL,"ARREST, BOOKED",2300.0 Block of NORIEGA ST,POINT(37.7537293859977 -122.488804934327)
140824520,ROBBERY,"ROBBERY, BODILY FORCE",2014-12-29,SOUTHERN,NONE,0.0 Block of UNITEDNATIONS PZ,POINT(37.7798171172036 -122.414965642852)
140647877,VEHICLE_THEFT,STOLEN AUTOMOBILE,2014-12-29,NORTHERN,UNFOUNDED,1400.0 Block of GEARY BL,POINT(37.7851814654166 -122.42647904296)
140749138,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",2014-12-29,BAYVIEW,NONE,100.0 Block of KIRKWOOD AV,POINT(37.7283571201722 -122.372416947255)
