INCIDENTID,CATEGORY,DESCRIPTION,DATE,DISTRICT,STATE,ADDRESS,asWKT
140807811,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,24-09-2014,NORTHERN,NONE,HICKORY ST / VANNESS AV,POINT(-122.41941591946 37.7759046144519)
140798862,LARCENY THEFT,GRAND THEFT PURSESNATCH,22-09-2014,NORTHERN,NONE,VANNESS AV / POST ST,POINT(-122.421572274151 37.7866181601295)
140665556,TRESPASS,TRESPASSING,10-08-2014,TENDERLOIN,"ARREST, CITED",400.0 Block of EDDY ST,POINT(-122.414924122172 37.7836716699759)
140768611,MISSING PERSON,MISSING ADULT,10-09-2014,SOUTHERN,NONE,0.0 Block of NEWMONTGOMERY ST,POINT(-122.402091921381 37.7886896195259)
140827790,BURGLARY,"BURGLARY, FORCIBLE ENTRY",21-09-2014,NORTHERN,NONE,2000.0 Block of PACIFIC AV,POINT(-122.428277045658 37.7941395054687)
140821548,VEHICLE THEFT,STOLEN MOTORCYCLE,28-09-2014,CENTRAL,NONE,JONES ST / BUSH ST,POINT(-122.413731461593 37.7895283021724)
146170820,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",18-08-2014,SOUTHERN,NONE,700.0 Block of MARKET ST,POINT(-122.404727350746 37.7865735085896)
140674820,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",13-08-2014,INGLESIDE,"ARREST, BOOKED",0.0 Block of TOYON LN,POINT(-122.430372433664 37.7094133250695)
146164237,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,15-08-2014,PARK,NONE,FELL ST / DIVISADERO ST,POINT(-122.437612766191 37.7740604119876)
140702374,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF DRUGS,21-08-2014,SOUTHERN,"ARREST, BOOKED",MCALLISTER ST / JONES ST,POINT(-122.411979487494 37.7809039697055)
140804049,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",23-09-2014,BAYVIEW,PSYCHOPATHIC CASE,200.0 Block of WILLIAMS AV,POINT(-122.397408700897 37.7299085070201)
146162037,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",03-08-2014,CENTRAL,NONE,PINE ST / POWELL ST,POINT(-122.408977605413 37.7910886909839)
140695337,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",16-08-2014,SOUTHERN,NONE,0.0 Block of BRYANT ST,POINT(-122.388314992865 37.7870569660287)
140658852,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",07-08-2014,MISSION,NONE,17TH ST / ALABAMA ST,POINT(-122.412296739398 37.7641921009628)
140807560,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,24-09-2014,INGLESIDE,NONE,KERN ST / BROMPTON AV,POINT(-122.434888858584 37.73406033194)
140800752,ASSAULT,INFLICT INJURY ON COHABITEE,20-09-2014,BAYVIEW,"ARREST, BOOKED",1800.0 Block of 23RD ST,POINT(-122.398300973022 37.7546684929768)
140671547,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,11-08-2014,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140803132,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,23-09-2014,INGLESIDE,NONE,4600.0 Block of MISSION ST,POINT(-122.435341620049 37.7239033421051)
140809209,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,25-09-2014,CENTRAL,NONE,200.0 Block of POST ST,POINT(-122.406359620119 37.788584516154)
140769562,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",12-09-2014,TENDERLOIN,PSYCHOPATHIC CASE,GEARY ST / POWELL ST,POINT(-122.408231026261 37.7873594949856)
140640865,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",01-08-2014,PARK,NONE,1800.0 Block of GOLDEN GATE AV,POINT(-122.441605345651 37.7782997715932)
140782188,NON CRIMINAL,AIDED CASE,16-09-2014,TARAVAL,NONE,200.0 Block of PLYMOUTH AV,POINT(-122.456002705872 37.7123336809872)
140708554,VANDALISM,"MALICIOUS MISCHIEF, TIRE SLASHING",23-08-2014,BAYVIEW,NONE,1000.0 Block of PALOU AV,POINT(-122.380805734695 37.7282067733066)
146187609,LARCENY THEFT,PETTY THEFT OF PROPERTY,14-09-2014,NORTHERN,NONE,FILLMORE ST / LOMBARD ST,POINT(-122.436049203586 37.799841222912)
140667223,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,10-08-2014,TARAVAL,NONE,3200.0 Block of 20TH AV,POINT(-122.476011600296 37.7290910125835)
140731743,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",30-08-2014,BAYVIEW,PSYCHOPATHIC CASE,3000.0 Block of 3RD ST,POINT(-122.387678391077 37.7515405585945)
146155082,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,03-08-2014,CENTRAL,NONE,TAYLOR ST / POST ST,POINT(-122.411702003165 37.7878718776734)
140768796,LARCENY THEFT,GRAND THEFT OF PROPERTY,12-09-2014,NORTHERN,NONE,GEARY BL / LAGUNA ST,POINT(-122.427991151911 37.7849531241909)
140778400,ASSAULT,BATTERY,15-09-2014,NORTHERN,NONE,FILLMORE ST / GOLDEN GATE AV,POINT(-122.431952436364 37.7795647498959)
140665982,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",10-08-2014,PARK,NONE,1100.0 Block of DIVISADERO ST,POINT(-122.438702882298 37.7796785228752)
140644895,MISSING PERSON,FOUND PERSON,01-08-2014,SOUTHERN,LOCATED,0.0 Block of DORE ST,POINT(-122.412996750977 37.7738519786006)
140731135,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,30-08-2014,CENTRAL,NONE,WASHINGTON ST / KEARNY ST,POINT(-122.404960301641 37.7953262003556)
140825471,NON CRIMINAL,FOUND PROPERTY,30-09-2014,MISSION,NONE,600.0 Block of VALENCIA ST,POINT(-122.421737705281 37.7629080944919)
146174101,LARCENY THEFT,PETTY THEFT OF PROPERTY,26-08-2014,SOUTHERN,NONE,300.0 Block of 2ND ST,POINT(-122.396632122566 37.7855305311634)
140748798,DRUG NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,05-09-2014,SOUTHERN,"ARREST, CITED",0.0 Block of GRACE ST,POINT(-122.414279139533 37.7745958061077)
140775202,ASSAULT,BATTERY,14-09-2014,MISSION,NONE,19TH ST / SANCHEZ ST,POINT(-122.430421787109 37.7595564985236)
146191882,LARCENY THEFT,PETTY THEFT OF PROPERTY,14-09-2014,SOUTHERN,NONE,300.0 Block of 11TH ST,POINT(-122.413789891285 37.7716265654955)
146173818,LARCENY THEFT,GRAND THEFT FROM UNLOCKED AUTO,22-08-2014,RICHMOND,NONE,CLAY ST / PIERCE ST,POINT(-122.437496299842 37.7902911487118)
140822869,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,29-09-2014,MISSION,"ARREST, BOOKED",18TH ST / CAPP ST,POINT(-122.418272166422 37.7619029613318)
140813711,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,26-09-2014,RICHMOND,NONE,4500.0 Block of CABRILLO ST,POINT(-122.507002317123 37.7735069866946)
140773723,ASSAULT,AGGRAVATED ASSAULT WITH A GUN,14-09-2014,BAYVIEW,NONE,1000.0 Block of KANSAS ST,POINT(-122.402546947753 37.7558115192473)
140724124,LARCENY THEFT,PETTY THEFT OF PROPERTY,16-08-2014,SOUTHERN,NONE,600.0 Block of HARRISON ST,POINT(-122.39638907958 37.7832959541614)
140706401,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,22-08-2014,CENTRAL,"ARREST, BOOKED",WASHINGTON ST / DRUMM ST,POINT(-122.396962385547 37.7963478739739)
140770791,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",12-09-2014,NORTHERN,NONE,900.0 Block of HAYES ST,POINT(-122.431948145943 37.775626511088)
140650353,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,05-08-2014,INGLESIDE,"ARREST, CITED",SAN JOSE AV / RANDALL ST,POINT(-122.424147588961 37.7398702066389)
140701019,WARRANTS,ENROUTE TO ADULT AUTHORITY,21-08-2014,NORTHERN,"ARREST, BOOKED",FERN ST / POLK ST,POINT(-122.420211964949 37.7882225424559)
140768508,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",12-09-2014,MISSION,NONE,100.0 Block of HARTFORD ST,POINT(-122.433651625496 37.7598117916369)
140788700,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",18-09-2014,TENDERLOIN,PSYCHOPATHIC CASE,0.0 Block of TURK ST,POINT(-122.410120387139 37.7832742528422)
140722510,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",27-08-2014,MISSION,"ARREST, BOOKED",24TH ST / SHOTWELL ST,POINT(-122.415173665801 37.7524407590214)
146183174,OTHER OFFENSES,OBSCENE PHONE CALLS(S),05-09-2014,CENTRAL,NONE,1100.0 Block of CALIFORNIA ST,POINT(-122.413719863066 37.791431336394)
140779389,LARCENY THEFT,PETTY THEFT FROM UNLOCKED AUTO,15-09-2014,NORTHERN,NONE,1400.0 Block of SUTTER ST,POINT(-122.423435927457 37.7873681300923)
140815892,TRESPASS,TRESPASSING,27-09-2014,PARK,"ARREST, BOOKED",1700.0 Block of FULTON ST,POINT(-122.445557106115 37.7758066446143)
140765758,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",11-09-2014,TENDERLOIN,PSYCHOPATHIC CASE,100.0 Block of LEAVENWORTH ST,POINT(-122.414024907287 37.7824235158123)
140739769,NON CRIMINAL,LOST PROPERTY,02-09-2014,PARK,NONE,FREDERICK ST / STANYAN ST,POINT(-122.452949003814 37.7663741222182)
140679983,NON CRIMINAL,FIRE REPORT,14-08-2014,MISSION,NONE,3500.0 Block of 20TH ST,POINT(-122.420019870281 37.7585400825976)
140688100,OTHER OFFENSES,INDECENT EXPOSURE WITH PRIOR CONVICTION,17-08-2014,TENDERLOIN,"ARREST, BOOKED",200.0 Block of EDDY ST,POINT(-122.41098653182 37.7841698947753)
140751531,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,06-09-2014,INGLESIDE,"ARREST, CITED",700.0 Block of MOSCOW ST,POINT(-122.432268721957 37.7150447779697)
140677692,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,13-08-2014,SOUTHERN,NONE,800.0 Block of HARRISON ST,POINT(-122.401453465747 37.779390662097)
140761449,NON CRIMINAL,TARASOFF REPORT,09-09-2014,MISSION,PSYCHOPATHIC CASE,1000.0 Block of POTRERO AV,POINT(-122.406656623063 37.7568256145719)
140755533,NON CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",08-09-2014,BAYVIEW,NONE,3RD ST / CARROLL AV,POINT(-122.394243989326 37.7254774122771)
146190884,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,18-09-2014,INGLESIDE,NONE,400.0 Block of COLON AV,POINT(-122.457382187671 37.7330388433705)
146180380,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,02-09-2014,MISSION,NONE,STEVENSON ST / DUBOCE AV,POINT(-122.421586602869 37.7699166801735)
140759262,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,08-09-2014,SOUTHERN,NONE,STEUART ST / HOWARD ST,POINT(-122.39164888422 37.7920052451033)
140820261,OTHER OFFENSES,TRAFFIC VIOLATION,29-09-2014,TENDERLOIN,"ARREST, CITED",100.0 Block of GOLDEN GATE AV,POINT(-122.412255571229 37.7821028276063)
140711080,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",23-08-2014,INGLESIDE,NONE,200.0 Block of PEABODY ST,POINT(-122.408138017122 37.7090184313949)
146189809,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,15-09-2014,CENTRAL,NONE,900.0 Block of BEACH ST,POINT(-122.423856514368 37.8061090834968)
140702170,LARCENY THEFT,PETTY THEFT FROM UNLOCKED AUTO,21-08-2014,TARAVAL,NONE,3900.0 Block of 19TH AV,POINT(-122.472041857556 37.7166719801873)
140643342,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,02-08-2014,BAYVIEW,NONE,0.0 Block of CASHMERE ST,POINT(-122.382151641806 37.7356878955787)
140818454,NON CRIMINAL,LOST PROPERTY,28-09-2014,TENDERLOIN,NONE,LARKIN ST / ELLIS ST,POINT(-122.417710344726 37.7842362878183)
140660772,NON CRIMINAL,AIDED CASE,06-08-2014,MISSION,NONE,24TH ST / SOUTH VAN NESS AV,POINT(-122.416268632715 37.7523735149895)
140815892,NON CRIMINAL,PROPERTY FOR IDENTIFICATION,27-09-2014,PARK,"ARREST, BOOKED",1700.0 Block of FULTON ST,POINT(-122.445557106115 37.7758066446143)
146164027,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",14-08-2014,CENTRAL,NONE,POLK ST / BEACH ST,POINT(-122.42384881373 37.8062214270208)
140778416,OTHER OFFENSES,RESISTING ARREST,15-09-2014,TENDERLOIN,JUVENILE CITED,GOLDEN GATE AV / HYDE ST,POINT(-122.415508242782 37.7816542806372)
140739377,NON CRIMINAL,AIDED CASE,02-09-2014,SOUTHERN,NONE,0.0 Block of MOSS ST,POINT(-122.407867537061 37.77768641276)
140659430,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,08-08-2014,SOUTHERN,NONE,1100.0 Block of MARKET ST,POINT(-122.413490793881 37.7797594881796)
140647479,VEHICLE THEFT,STOLEN AUTOMOBILE,03-08-2014,MISSION,NONE,NOE ST / 18TH ST,POINT(-122.432795347224 37.761020169738)
140738523,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,16-08-2014,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140833098,WEAPON LAWS,POSSESSION OF AIR GUN,29-09-2014,CENTRAL,JUVENILE ADMONISHED,2100.0 Block of POWELL ST,POINT(-122.411710898822 37.8048129446274)
140684578,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",15-08-2014,MISSION,NONE,1300.0 Block of BRYANT ST,POINT(-122.410858855355 37.7690504240158)
140690553,LARCENY THEFT,PETTY THEFT FROM A BUILDING,03-08-2014,INGLESIDE,NONE,0.0 Block of ORA WY,POINT(-122.437556549476 37.7400959230095)
140797773,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,21-09-2014,MISSION,NONE,24TH ST / BARTLETT ST,POINT(-122.419560437883 37.7521716092018)
146153597,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,01-08-2014,BAYVIEW,NONE,8TH ST / HOOPER ST,POINT(-122.40043178907 37.767301217223)
140696686,FRAUD,"CREDIT CARD, THEFT BY USE OF",19-08-2014,BAYVIEW,NONE,2600.0 Block of SAN BRUNO AV,POINT(-122.403832784048 37.7280944203029)
140755981,VANDALISM,"MALICIOUS MISCHIEF, STREET CARS/BUSES",08-09-2014,SOUTHERN,NONE,1500.0 Block of MISSION ST,POINT(-122.418501670775 37.7729913464021)
146165536,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",15-08-2014,CENTRAL,NONE,1700.0 Block of STOCKTON ST,POINT(-122.409388456666 37.8021313600158)
140685930,"SEX OFFENSES, FORCIBLE",SEXUAL BATTERY,02-08-2014,MISSION,"ARREST, BOOKED",1800.0 Block of MISSION ST,POINT(-122.419944914833 37.7674600893232)
140726227,VEHICLE THEFT,STOLEN AUTOMOBILE,29-08-2014,CENTRAL,NONE,MONTGOMERY ST / VALLEJO ST,POINT(-122.404058530625 37.7991726841894)
140709029,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,23-08-2014,MISSION,"ARREST, BOOKED",3500.0 Block of 21ST ST,POINT(-122.427700861806 37.7565391918055)
140823704,FRAUD,"CREDIT CARD, THEFT BY USE OF",29-09-2014,NORTHERN,NONE,1200.0 Block of WEBSTER ST,POINT(-122.430696778559 37.7818538150059)
140710593,LARCENY THEFT,PETTY THEFT FROM LOCKED AUTO,23-08-2014,INGLESIDE,NONE,400.0 Block of ARLINGTON ST,POINT(-122.42913399721 37.7352544145267)
140789582,LARCENY THEFT,PETTY THEFT BICYCLE,18-09-2014,MISSION,NONE,0.0 Block of DUBOCE AV,POINT(-122.420602119277 37.7699159368051)
140642178,LARCENY THEFT,PETTY THEFT OF PROPERTY,01-08-2014,TARAVAL,NONE,100.0 Block of CAMBON DR,POINT(-122.474234473684 37.7168806267366)
140741617,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,29-08-2014,INGLESIDE,NONE,0.0 Block of WHITTIER ST,POINT(-122.448051312147 37.7098520122846)
140703190,NON CRIMINAL,LOST PROPERTY,20-08-2014,TENDERLOIN,NONE,300.0 Block of MASON ST,POINT(-122.409683886104 37.7864054315418)
140687453,DRUG NARCOTIC,POSSESSION OF HEROIN,16-08-2014,NORTHERN,"ARREST, BOOKED",GOLDEN GATE AV / LARKIN ST,POINT(-122.417146843836 37.7814463501636)
146166045,LARCENY THEFT,GRAND THEFT FROM UNLOCKED AUTO,17-08-2014,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140788045,WARRANTS,WARRANT ARREST,18-09-2014,MISSION,"ARREST, BOOKED",15TH ST / BRYANT ST,POINT(-122.410612162957 37.7669031554895)
140682287,KIDNAPPING,FALSE IMPRISONMENT,15-08-2014,INGLESIDE,"ARREST, BOOKED",2800.0 Block of ALEMANY BL,POINT(-122.450640483989 37.7130900469286)
140828914,LARCENY THEFT,GRAND THEFT FROM A BUILDING,25-09-2014,NORTHERN,NONE,3200.0 Block of DIVISADERO ST,POINT(-122.442694340569 37.7990085775092)
140745409,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,29-08-2014,SOUTHERN,NONE,400.0 Block of NATOMA ST,POINT(-122.407190022272 37.7805149965828)
140749956,ASSAULT,ASSAULT,05-09-2014,RICHMOND,NONE,9TH AV / CLEMENT ST,POINT(-122.467630230392 37.7828011738265)
140748823,LARCENY THEFT,PETTY THEFT WITH PRIOR,05-09-2014,TENDERLOIN,"ARREST, BOOKED",0.0 Block of STOCKTON ST,POINT(-122.405878455822 37.7857422667796)
140777509,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,15-09-2014,PARK,NONE,1000.0 Block of HAYES ST,POINT(-122.434453653016 37.775386623897)
140727043,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,28-08-2014,TENDERLOIN,NONE,ELLIS ST / JONES ST,POINT(-122.412784096502 37.7848656939823)
140687306,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",16-08-2014,TARAVAL,NONE,OCEAN AV / PHELAN AV,POINT(-122.452330120871 37.7230787059655)
146191434,LARCENY THEFT,PETTY THEFT OF PROPERTY,12-09-2014,NORTHERN,NONE,500.0 Block of HAYES ST,POINT(-122.425910501889 37.7763974330224)
140658125,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",07-08-2014,BAYVIEW,NONE,400.0 Block of BAY SHORE BL,POINT(-122.40685393993 37.7393801941947)
140731232,DRUG NARCOTIC,POSSESSION OF METH-AMPHETAMINE,30-08-2014,NORTHERN,"ARREST, BOOKED",VANNESS AV / EDDY ST,POINT(-122.420818330445 37.7828946451209)
146172462,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,25-08-2014,RICHMOND,NONE,GEARY BL / 18TH AV,POINT(-122.477241022391 37.7804373319293)
146157555,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,10-08-2014,TARAVAL,NONE,15TH AV / LINCOLN WY,POINT(-122.472923191487 37.7656404316595)
140670000,WEAPON LAWS,POSS OF LOADED FIREARM,11-08-2014,BAYVIEW,"ARREST, BOOKED",NEWCOMB AV / LANE ST,POINT(-122.387911252085 37.7341714275759)
140641807,LARCENY THEFT,GRAND THEFT OF PROPERTY,02-08-2014,NORTHERN,NONE,0.0 Block of PEACE PZ,POINT(-122.429799400978 37.7853821766119)
140715781,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",25-08-2014,INGLESIDE,NONE,3700.0 Block of MISSION ST,POINT(-122.42425952844 37.7371454391942)
140658028,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",07-08-2014,TARAVAL,NONE,2600.0 Block of 21ST AV,POINT(-122.477349251518 37.737995389749)
140738608,FRAUD,"CREDIT CARD, THEFT BY USE OF",02-09-2014,RICHMOND,NONE,1100.0 Block of 9TH AV,POINT(-122.466484659012 37.7659334077207)
146182922,LARCENY THEFT,PETTY THEFT OF PROPERTY,30-08-2014,CENTRAL,NONE,STOCKTON ST / SUTTER ST,POINT(-122.406958660602 37.7894347630337)
140756434,SUSPICIOUS OCC,"SUSPICIOUS OCCURRENCE, POSSIBLE SHOTS FIRED",08-09-2014,BAYVIEW,NONE,100.0 Block of HARBOR RD,POINT(-122.37846107041 37.7325812488268)
146191876,LARCENY THEFT,PETTY THEFT OF PROPERTY,14-09-2014,SOUTHERN,NONE,MARKET ST / THE EMBARCADERONORTH ST,POINT(-122.393983685228 37.7950607653247)
140834256,MISSING PERSON,MISSING ADULT,08-09-2014,MISSION,NONE,600.0 Block of VALENCIA ST,POINT(-122.421737705281 37.7629080944919)
140732359,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,31-08-2014,NORTHERN,NONE,2300.0 Block of BUCHANAN ST,POINT(-122.431017067169 37.7914164793258)
140669633,FRAUD,"TRICK AND DEVICE, GRAND THEFT",11-08-2014,CENTRAL,NONE,KEARNY ST / NORTHPOINT ST,POINT(-122.407278660793 37.8074190149298)
140692452,NON CRIMINAL,LOST PROPERTY,18-08-2014,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140787683,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",16-09-2014,INGLESIDE,NONE,100.0 Block of PRENTISS ST,POINT(-122.411856318972 37.7410963205229)
140734593,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,01-09-2014,SOUTHERN,"ARREST, BOOKED",800.0 Block of MISSION ST,POINT(-122.40453893466 37.7843135298512)
140812064,ASSAULT,ASSAULT,26-09-2014,NORTHERN,NONE,2000.0 Block of FILLMORE ST,POINT(-122.433609845783 37.787970432631)
146179593,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",02-09-2014,CENTRAL,NONE,1300.0 Block of JONES ST,POINT(-122.414541020223 37.7937670248275)
140786306,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",18-09-2014,TENDERLOIN,PSYCHOPATHIC CASE,100.0 Block of HYDE ST,POINT(-122.415597066424 37.7818842104431)
140736339,LARCENY THEFT,PETTY THEFT OF PROPERTY,01-09-2014,TENDERLOIN,NONE,100.0 Block of HYDE ST,POINT(-122.415604499444 37.7819212361641)
146200712,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,24-09-2014,PARK,NONE,17TH ST / DIAMOND ST,POINT(-122.437345501211 37.7623546421829)
140655927,OTHER OFFENSES,RESISTING ARREST,07-08-2014,BAYVIEW,"ARREST, BOOKED",100.0 Block of JERROLD AV,POINT(-122.371161205278 37.7284873753525)
140710684,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,24-08-2014,CENTRAL,"ARREST, BOOKED",400.0 Block of BROADWAY ST,POINT(-122.404880008738 37.7980597918343)
140744514,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",04-09-2014,TENDERLOIN,PSYCHOPATHIC CASE,500.0 Block of ELLIS ST,POINT(-122.414807644305 37.7846441240072)
140813125,OTHER OFFENSES,PEDDLING WITHOUT A LICENSE,26-09-2014,SOUTHERN,"ARREST, CITED",2ND ST / KING ST,POINT(-122.389595283252 37.7798611974495)
140710311,ASSAULT,INFLICT INJURY ON COHABITEE,24-08-2014,NORTHERN,"ARREST, BOOKED",2500.0 Block of FILLMORE ST,POINT(-122.434441382462 37.7925820369723)
146164679,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",16-08-2014,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140776573,LARCENY THEFT,GRAND THEFT FROM PERSON,15-09-2014,SOUTHERN,NONE,900.0 Block of HARRISON ST,POINT(-122.403369341832 37.7778758664587)
140783584,KIDNAPPING,FALSE IMPRISONMENT,17-09-2014,MISSION,"ARREST, BOOKED",2600.0 Block of MISSION ST,POINT(-122.418671377047 37.7550682988349)
140754096,ROBBERY,CARJACKING WITH BODILY FORCE,07-09-2014,SOUTHERN,NONE,500.0 Block of MINNA ST,POINT(-122.408496672114 37.7802275462716)
146158478,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,10-08-2014,SOUTHERN,NONE,800.0 Block of BRYANT ST,POINT(-122.403742962696 37.7752316978411)
140811210,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",26-09-2014,MISSION,PSYCHOPATHIC CASE,CESAR CHAVEZ ST / VALENCIA ST,POINT(-122.42027922768 37.7481246616312)
140756898,NON CRIMINAL,PROPERTY FOR IDENTIFICATION,08-09-2014,SOUTHERN,"ARREST, BOOKED",0.0 Block of SHERMAN ST,POINT(-122.406195186001 37.7767872607485)
140723790,BURGLARY,"BURGLARY, FORCIBLE ENTRY",24-08-2014,SOUTHERN,NONE,1200.0 Block of MARKET ST,POINT(-122.415441864943 37.7782146000403)
140675141,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",13-08-2014,TARAVAL,"ARREST, CITED",OCEAN AV / SANTAANA AV,POINT(-122.46861153149 37.7295982546753)
140746140,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",04-09-2014,SOUTHERN,PSYCHOPATHIC CASE,0.0 Block of 5TH ST,POINT(-122.407073928848 37.7832480933334)
140664263,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,09-08-2014,TENDERLOIN,"ARREST, BOOKED",200.0 Block of JONES ST,POINT(-122.412491368855 37.7831782122805)
140780740,ASSAULT,BATTERY,16-09-2014,MISSION,"ARREST, CITED",1100.0 Block of VALENCIA ST,POINT(-122.420996987784 37.7551734174961)
140743607,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,03-09-2014,BAYVIEW,NONE,LANE ST / QUESADA AV,POINT(-122.389603169958 37.732290135424)
140821617,ASSAULT,BATTERY,29-09-2014,INGLESIDE,NONE,ITALY AV / MOSCOW ST,POINT(-122.432322444134 37.7150386377466)
140762500,NON CRIMINAL,"AIDED CASE, MENTAL DISTURBED",10-09-2014,SOUTHERN,PSYCHOPATHIC CASE,1400.0 Block of MARKET ST,POINT(-122.419279295168 37.7751766382128)
146202821,LARCENY THEFT,GRAND THEFT FROM LOCKED AUTO,30-09-2014,PARK,NONE,700.0 Block of CLAYTON ST,POINT(-122.44836457272 37.7680419706318)
140703833,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,22-08-2014,TARAVAL,"ARREST, BOOKED",0.0 Block of CRAGMONT AV,POINT(-122.467868722808 37.7509725443066)
140656066,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",07-08-2014,NORTHERN,NONE,FERN ST / VANNESS AV,POINT(-122.421861006168 37.7880116319259)
140770945,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,12-09-2014,TARAVAL,"ARREST, CITED",IRVING ST / 21ST AV,POINT(-122.479266773078 37.7634656220294)
140784582,FRAUD,FALSE ID TO PEACE OFFICER,17-09-2014,MISSION,"ARREST, BOOKED",2300.0 Block of 16TH ST,POINT(-122.409216071434 37.7657158874944)
