ID-SALUD,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,PLANTA,PUERTA,ESCALERAS,ORIENTACION,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,BARRIO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,EMAIL,TIPO,Column
11887,Centro de Atención a las Drogodependencias (CAD) de Hortaleza,,"  De lunes a jueves de 8 a 20,30 horas  Viernes de 8 a 15,30 horas  ","  Valoración por equipo interdisciplinar  Tratamiento ambulatorio y reinserción de drododependientes, a través de diferentes programas  Atención a familiares  Derivación a otros recursos: comunidades terapéuticas, pisos de reinserción, talleres  Atención y tratamiento individualizado, según los casos  "," Bus: 73, 87, 104, 112, 120, 125, 153, 172 Metro: Mar de Cristal (L 4, 8) ","   Acceso:  directo, a través de los servicios municipales, servicios de salud o entidades comunitarias   Ámbito de actuación:  - Distrito de Hortaleza - Distrito de Chamartín - Distrito de Barajas  ",1,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=25a4d4985261c010VgnVCM1000000b205a0aRCRD,MINAYA,CALLE,V,7,,,,,MADRID,MADRID,28043,CANILLAS,HORTALEZA,446181,4480137,40.468288815918534,-3.636150078507109,913 822 530,,cadhortaleza@madrid. es,/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosAsistenciaDrogodependientes, 
11867,Centro de Atención a las Drogodependencias (CAD) de Arganzuela,,"  De lunes a jueves de 8 a 20,30 horas  Viernes de 8 a 15,30 horas  ","  Valoración por equipo interdisciplinar  Tratamiento ambulatorio y reinserción de drododependientes, a través de diferentes programas  Atención a familiares  Derivación a otros recursos: comunidades terapéuticas, pisos de reinserción, talleres  Atención y tratamiento individualizado, según los casos  ","Bus: 6 , 8 , 18 , 19 , 22 , 45 , 47 , 76 , 78 , 79 , 85 , 86 , 88 , 123 , 148 , 247 Metro: Legazpi (L 3 y 6)","   Forma de acceso : directo, a través de los servicios municipales, servicios de salud o entidades comunitarias.   Ámbito de actuación:  - Distrito de Arganzuela - Distrito de Centro - Distrito de Retiro - Distrito de Salamanca - Distrito de Chamberí  ",1,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=de74d4985261c010VgnVCM1000000b205a0aRCRD,CHOPERA,PASEO,V,12,,,,,MADRID,MADRID,28045,CHOPERA,ARGANZUELA,440866,4471826,40.39305745803064,-3.6980673403694104,"915 886 186                  
915 886 189",,cadarganzuela@madrid.es,/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosAsistenciaDrogodependientes, 
11865,Centro de Atención a las Drogodependencias (CAD) de San Blas,,"  De lunes a jueves de 8 a 20,30 horas  Viernes de 8 a 15,30 horas  ","  Valoración por equipo interdisciplinar  Tratamiento ambulatorio y reinserción de drododependientes, a través de diferentes programas  Atención a familiares  Derivación a otros recursos: comunidades terapéuticas, pisos de reinserción, talleres  Atención y tratamiento individualizado, según los casos  "," Bus: 77, 104, 105, 775 Metro: Suances (L 5) ","   Acceso:  directo, a traves de los servicios municipales, servicios de salud o entidades comunitarias   Ámbito de actuación  - Distrito de San Blas - Distrito de Ciudad Lineal - Distrito de Vicálvaro  ",1,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c1f4d4985261c010VgnVCM1000000b205a0aRCRD,ALCALA,CALLE,V,527,,,,,MADRID,MADRID,28027,EL SALVADOR,,446924,4477100,40.44097774609991,-3.6271316821262958,917 434 771 ,,cadsanblas@madrid.es,/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosAsistenciaDrogodependientes, 
163279,Centro de Patología Dual," Unidad hospitalaria de apoyo donde se realiza el abordaje terapéutico integral tanto de la psicopatología concomitante como de la conducta adictiva, en coordinación con el equipo del centro de atención. ",," Usuarios:  Pacientes con patología dual previamente diagnosticada o en los que se sospecha, para valoración, desintoxicación y/o estabilización.    Capacidad:  23 plazas.    Tiempo de estancia:  Mínimo 3 semanas, máximo 3 meses. "," Metro: Arturo Soria, Avda de la Paz  Bus: 9, 70, 72, 73,  "," El Centro de Patología Dual da respuesta a determinados perfiles cada vez más numerosos dentro de la población drogodependiente, aquellos que presentan un trastorno mental asociado a su problema de adicción.  Este centro se concibe como una unidad hospitalaria de apoyo dónde se realiza el abordaje terapéutico integral tanto de la psicopatología concomitante como de la conducta adictiva,. de aquellos pacientes que requieran un proceso de contención y estabilización intensivo de su patología a fin de poder facilitarles una buena evolución en el tratamiento, en coordinación con el equipo del centro de atención    CENTRO DE DÍA DE PATOLOGÍA DUAL     Ofrece una segunda etapa abierta, para los pacientes dados de alta de la Unidad de Patología Dual, en un contexto terapéutico de hospital de día, con las mismas características de entorno hospitalario e intervención intensiva que el dispositivo de ingreso. Conecta los dos enfoques clásicos: residencial y ambulatorio.  Capacidad: 20 plazas  Tiempo de estancia: Máximo 3 meses ",1,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c2169475d381c010VgnVCM1000000b205a0aRCRD,LOPEZ DE HOYOS,CALLE,NUM,259,,,,DISPOSITIVO DE HOSPITALIZACION,MADRID,MADRID,28043,COLINA,CIUDAD LINEAL,444055,4478878,40.45680646874779,-3.6611039641981273,914 156 000,,,/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosRehabilitacionPsicosocial, 
11899,Centro de Atención Básica Sociosanitaria a Drogodependientes,,De lunes a domingo de 21 a 8 horas,"  Intercambio de jeringuillas  Reparto de preservativos  Alimentación básica   Asistencia social  Programas educativos  Asistencia sanitaria básica, higiene, programa de vacunaciones  Cena  "," Metro: Antón Martín , Atocha  Bus: 6 , 26 , 32  Renfe: Atocha ","   Información Complementaria:    Drogodependientes en fase activa, ó en Programa de Metadona  Personas sin hogar  Pueden pernoctar  ",0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a946d4985261c010VgnVCM1000000b205a0aRCRD,FUCAR,CALLE,V,8,,,,,MADRID,MADRID,28014,CORTES,CENTRO,441084,4473924,40.4119727880399,-3.695693389670018,91 369 12 71,,,/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosAsistenciaDrogodependientes, 
4795428,Unidad móvil Madroño,," De lunes a viernes de 16 a 17,30 horas  Sábado, domingo y festivo de 13 a 14,30 horas ","  &ldquo;Madroño&rdquo;  es un Dispositivo Móvil del Instituto de Adicciones de Madrid Salud para personas drogodependientes que no están en la red de centros ambulatorios.   Programas y actividades que desarrolla    Programa de mantenimiento con metadona  Atención sanitaria básica e información y control de  VIH /SIDA, hepatitis, tuberculosis y enfermedades de transmisión sexual.  Información y asesoramiento sobre recursos sociales.  Motivación para el tratamiento.  Acompañamiento y apoyo en el tratamiento  Reducción de daños: intercambio de jeringuillas y distribución de preservativos y papel de aluminio. Educación para la salud.  Estrategias de reducción del consumo y consumo de menos riesgo, etc.  Mejora de la calidad de vida: prestaciones en alimentación y vestuario.  Programa de atención domiciliaria  ",,,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d360361d139f7110VgnVCM1000000b205a0aRCRD,REY,PASEO,V,,,,,Junto al albergue de San Isidro,MADRID,MADRID,28008,ARGUELLES,MONCLOA-ARAVACA,439202,4474891,40.42054836583698,-3.7179660205926224,647 304 366,,,/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosAsistenciaDrogodependientes, 
8882,CMS Centro Madrid Salud Centro,,"  De lunes a viernes de 9 a 20 horas   Anticoncepción de urgencia  (pildora postcoital):  De lunes a viernes de 9 a 20 horas. Para evitar esperas innecesarias, le sugerimos se ponga en contacto teléfonico con el centro.  Vacunación:   Con cita previa  Consulta de VIH Y ETS mañanas de 9:30 a 10:30 horas de lunes a jueves y tardes de 16 a 17 horas, lunes y miercoles (no se precisa cita previa)  ",," Metro: Callao Bus: 1 , 2 , 44 , 46 , 74 , 75 , 133 , 146 , 147 , 148 , 202 "," ÁMBITO DE INFLUENCIA:    Distrito de Centro: Palacio, Embajadores, Universidad, Cortes, Sol, Justicia  Distrito de Moncloa: Casa de Campo, Arg&uuml;elles, Ciudad Universitaria, Valdezarza, Valdemarín, El Plantío, Aravaca   Los programas marco de salud de abordaje prioritario que desarrollan los Centros Madrid Salud son:   Alimentación, actividad física y salud  Salud sexual y reproductiva  Prevención y promoción de la salud en el ámbito educativo  Envejecimiento activo y saludable  Salud materno-infantil  Deshabituación tabáquica  Prevención y promoción de Salud Mental o Psicohigiene  Desigualdades sociales en salud  Entorno urbano y salud   Los que se desarrollan en el Centro Madrid Salud de Centro actualmente los puede consultar en:  Centro Madrid Salud de Centro  ",1,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9b824b6faa61c010VgnVCM1000000b205a0aRCRD,NAVAS DE TOLOSA,CALLE,V,10,,,,,MADRID,MADRID,28013,SOL,CENTRO,440136,4474734,40.419201879815446,-3.7069422925635527,CITACIONES: 915 889 661 / 915 889 660,,cmscentro@madrid.es,/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosPrevencionEnfermedades, 
8866,CMS Centro Madrid Salud Arganzuela,," De lunes a viernes de 8:30 a 20:30 horas    Anticoncepción de urgencia  (pildora postcoital):  De lunes a viernes de 9 a 20 horas. Para evitar esperas innecesarias, le sugerimos se ponga en contacto teléfonico con el centro.   Vacunación : cita previa ",," Metro: Puerta de Toledo, Acacias, Pirámides  Bus: 3, 6, 17, 18, 23, 34, 35, 36, 41, 60, 62, 116, 118, 119, 148 y circular  Renfe: Pirámides "," Ámbito de influencia:   - Distrito de Arganzuela: Imperial, Acacias, Chopera, Legazpi, Delicias, Palos de Moguer, Atocha, Comillas  Los  programas marco  de salud de abordaje prioritario que desarrollan los Centros Madrid Salud son:   Alimentación, actividad física y salud  Salud sexual y reproductiva  Prevención y promoción de la salud en el ámbito educativo  Envejecimiento activo y saludable  Salud materno-infantil  Deshabituación tabáquica  Prevención y promoción de Salud Mental o Psicohigiene  Desigualdades sociales en salud  Entorno urbano y salud   Los que se desarrollan en el Centro Madrid Salud de Arganzuela actualmente los puede consultar en:  Centro Madrid Salud de Arganzuela  ",1,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fe324b6faa61c010VgnVCM1000000b205a0aRCRD,CONCEJAL BENITO MARTIN LOZANO,CALLE,V,1,,,,,MADRID,MADRID,28005,ACACIAS,ARGANZUELA,439795,4473237,40.40569156269297,-3.710819612821558,CITACIONES: 913 541 826/ 913 541 784/ 913 541 785,,cmsarganzuela@madrid.es,/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosPrevencionEnfermedades, 
8867,CMS Centro Madrid Salud Fuencarral,,"  De lunes a viernes de 8:30 a 20:30 horas   Anticoncepción de urgencia  (pildora postcoital):  De lunes a viernes de 9 a 20 horas. Para evitar esperas innecesarias, le sugerimos se ponga en contacto teléfonico con el centro.   Vacunación:  con cita previa  ",," Metro: Barrio del Pilar  Bus: 83 , 128 , 132 , 134, 137, 49  Interurbano: 602 "," Ámbito de influencia:   Distrito de Fuencarral - El Pardo.    Los programas marco de salud de abordaje prioritario que desarrollan los Centros Madrid Salud son:   Alimentación, actividad física y salud  Salud sexual y reproductiva  Prevención y promoción de la salud en el ámbito educativo  Envejecimiento activo y saludable  Salud materno-infantil  Deshabituación tabáquica  Prevención y promoción de Salud Mental o Psicohigiene  Desigualdades sociales en salud  Entorno urbano y salud   Los que se desarrollan en el Centro Madrid Salud de Fuencarral actualmente los puede consultar en:  http://www.madridsalud.es/centros/fuencarral.php  ",1,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8ef24b6faa61c010VgnVCM1000000b205a0aRCRD,MONFORTE DE LEMOS,AVENIDA,V,38,,,,,MADRID,MADRID,28029,EL PILAR,FUENCARRAL-EL PARDO,439977,4481329,40.47860087334554,-3.7094408342979954,CITACIONES: 91 588 68 71 / 91 588 68 73,,cmsfuencarral@madrid.es,/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosPrevencionEnfermedades, 
8939,Centro de Salud Bucodental. Madrid Salud,," De lunes a viernes de 8,30 a 13,45 (es necesario pedir cita previa antes de acudir al centro) ",," Metro: Ciudad de los Ángeles salida calle Tertulia (L 3)  Bus: 22, 23, 59, 85, 79 y 123  Renfe: Villaverde Bajo "," Ámbito de influencia : atención a todos los escolares de Madrid  Ofrece atención bucodental a niños/as  entre los 5  y los 14 años  que consiste en:   exploración completa con detección de alteraciones  enseñanza de cepillado y control de placa bacteriana,   aplicación de cubetas de flúor semestrales y selladores de fosas y fisuras en molares definitivos  revisiones periódicas  control de dieta y orientación terapéutica.   Estas actividades son muy sencillas, bien aceptadas por el niño, indoloras y muy efectivas para reducir el nivel de caries dental en la población infantil.  El Centro de Salud Bucodental dispone también de medios para poder realizar otras pruebas diagnósticas (radiología) y terapéuticas (obturaciones) si se consideran oportunas.  ",1,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=08784b6faa61c010VgnVCM1000000b205a0aRCRD,FELICIDAD,AVENIDA,V,17,,,,,MADRID,MADRID,28041,,VILLAVERDE,441456,4468086,40.35940720387406,-3.690771730176704,"Recepción: 915 88 87 80         
Secretaría: 914 80 10 40",,mspbucodental@madrid.es,/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosPrevencionEnfermedades, 
